class_name	slot_group	slot_uri	title	name	range	range_2	identifier	multivalued	required	recommended	minimum_value	maximum_value	pattern	structured_pattern	description	comments	examples	EXPORT_GISAID	EXPORT_CNPHI	EXPORT_NML_LIMS	EXPORT_BIOSAMPLE	EXPORT_BIOSAMPLE_Enterics	EXPORT_VirusSeq_Portal
HPAI;HPAIHost	Host Information	GENEPIO:0001398	host_subject_ID	host_subject_id	WhitespaceMinimizedString										A unique identifier by which each host can be referred to e.g. #131	Should be a unique, user-defined identifier. This ID can help link laboratory data with epidemiological data, however, is likely sensitive information. Consult the data steward.	BCxy123		host_subject_id				
HPAI;HPAIHost	Host Information	GENEPIO:0100281	case_ID	case_id	WhitespaceMinimizedString										The identifier used to specify an epidemiologically detected case of disease.	Provide the case identifer. The case ID greatly facilitates linkage between laboratory and epidemiological data. The case ID may be considered identifiable information. Consult the data steward before sharing.	ABCD1234						
HPAI;HPAIHost	Host Information	GENEPIO:0001399	symptom_onset_date	symptom_onset_date	date	NullValueMenu						{today}			The date on which the symptoms began or were first noted.	If known, provide the symptom onset date in ISO 8601 standard format "YYYY-MM-DD".	2020-03-16						
HPAI;HPAIHost	Host Information	GENEPIO:0001400	signs_and_symptoms	signs_and_symptoms	SignsAndSymptomsMenu	NullValueMenu				TRUE					A perceived change in function or sensation, (loss, disturbance or appearance) indicative of a disease, reported by a patient.	Select all of the symptoms experienced by the host from the pick list.	Cough [HP:0012735], Fever [HP:0001945],  Rigors (fever shakes) [HP:0025145]						
HPAI;HPAIHost	Host Information	GENEPIO:0001401	pre-existing_conditions_and_risk_factors	preexisting_conditions_and_risk_factors	PreexistingConditionsAndRiskFactorsMenu	NullValueMenu				TRUE					"Patient pre-existing conditions and risk factors.
Pre-existing condition: A medical condition that existed prior to the current infection.
Risk Factor: A variable associated with an increased risk of disease or infection."	Select all of the pre-existing conditions and risk factors experienced by the host from the pick list. If the desired term is missing, contact the curation team.	Asthma [HP:0002099]						
HPAI;HPAIHost	Host Information	GENEPIO:0001402	complications	complications	ComplicationsMenu	NullValueMenu				TRUE					Patient medical complications that are believed to have occurred as a result of host disease.	Select all of the complications experienced by the host from the pick list.	Acute respiratory failure [MONDO:0001208]						
HPAI;HPAIHost		GENEPIO:0001409	Host exposure information																				
HPAI;HPAIHost	Host exposure information	GENEPIO:0001417	exposure event	exposure_event	ExposureEventMenu	NullValueMenu									Event leading to exposure.	Select an exposure event from the pick list provided in the template. If the desired term is missing, contact the curation team.	Social Gathering	Additional location information	Exposure Event	PH_EXPOSURE			
HPAI;HPAIHost	Host exposure information	GENEPIO:0001418	exposure contact level	exposure_contact_level	ExposureContactLevelMenu	NullValueMenu									The exposure transmission contact type.	Select direct or indirect exposure from the pick-list.	Direct			exposure contact level			
HPAI;HPAIHost	Host exposure information	GENEPIO:0001419	host role	host_role	HostRoleMenu			TRUE							The role of the host in relation to the exposure setting.	Select the host's personal role(s) from the pick list provided in the template. If the desired term is missing, contact the curation team.	Inpatient			PH_HOST_ROLE			
HPAI;HPAIHost	Host exposure information	GENEPIO:0001428	exposure setting	exposure_setting	ExposureSettingMenu			TRUE							The setting leading to exposure.	Select the host exposure setting(s) from the pick list provided in the template. If a desired term is missing, contact the curation team.	Healthcare Setting			PH_EXPOSURE			
HPAI;HPAIHost	Host exposure information	GENEPIO:0001431	exposure details	exposure_details	WhitespaceMinimizedString										Additional host exposure information.	Free text description of the exposure.	Case infected family at home			PH_EXPOSURE_DETAILS			
HPAI;HPAIHost		GENEPIO:0001403	Host vaccination information																				
HPAI;HPAIHost	Host vaccination information	GENEPIO:0001404	host_vaccination_status	host_vaccination_status	HostVaccinationStatusMenu	NullValueMenu									The vaccination status of the host (fully vaccinated, partially vaccinated, or not vaccinated).	Select the vaccination status of the host from the pick list.	Fully Vaccinated [GENEPIO:0100100]		prior_sars_cov_2_vaccination				
HPAI;HPAIHost	Host vaccination information	GENEPIO:0001406	number_of_vaccine_doses_received	number_of_vaccine_doses_received	integer						0				The number of doses of the vaccine recived by the host.	Record how many doses of the vaccine the host has received.	2						
HPAI;HPAIHost	Host vaccination information	GENEPIO:0100313	vaccination_dose_1_vaccine_name	vaccination_dose_1_vaccine_name	WhitespaceMinimizedString										The name of the vaccine administered as the first dose of a vaccine regimen.	Provide the name and the corresponding manufacturer of the COVID-19 vaccine administered as the first dose by selecting a value from the pick list	Pfizer-BioNTech (Comirnaty)						
HPAI;HPAIHost	Host vaccination information	GENEPIO:0100314	vaccination_dose_1_vaccination_date	vaccination_dose_1_vaccination_date	date							{today}			The date the first dose of a vaccine was administered.	Provide the date the first dose of COVID-19 vaccine was administered. The date should be provided in ISO 8601 standard format "YYYY-MM-DD".	2021-03-01						
HPAI;HPAIHost	Host vaccination information	GENEPIO:0100315	vaccination_dose_2_vaccine_name	vaccination_dose_2_vaccine_name	WhitespaceMinimizedString										The name of the vaccine administered as the second dose of a vaccine regimen.	Provide the name and the corresponding manufacturer of the COVID-19 vaccine administered as the second dose by selecting a value from the pick list	Pfizer-BioNTech (Comirnaty)						
HPAI;HPAIHost	Host vaccination information	GENEPIO:0100316	vaccination_dose_2_vaccination_date	vaccination_dose_2_vaccination_date	date							{today}			The date the second dose of a vaccine was administered.	Provide the date the second dose of COVID-19 vaccine was administered. The date should be provided in ISO 8601 standard format "YYYY-MM-DD".	2021-09-01						
HPAI;HPAIHost	Host vaccination information	GENEPIO:0100321	vaccination history	vaccination_history	WhitespaceMinimizedString										A description of the vaccines received and the administration dates of a series of vaccinations against a specific disease or a set of diseases.	Free text description of the dates and vaccines administered against a particular disease/set of diseases. It is also acceptable to concatenate the individual dose information (vaccine name, vaccination date) separated by semicolons.	Pfizer-BioNTech (Comirnaty); 2021-03-01; Pfizer-BioNTech (Comirnaty); 2022-01-15	Last vaccinated					
HPAI;HPAIHost			Host treatment information																				
HPAI;HPAIHost	Host treatment information	GENEPIO:0101113	influenza_antiviral_treatment_administration	influenza_antiviral_treatment_administration	InfluenzaAntiviralTreatmentAdministrationMenu	NullValueMenu									An action of giving or applying an influenza antiviral agent to a patient as part of a treatment regimen.		Influenza antiviral treatment administered [GENEPIO:0101194]						
HPAI;HPAIHost	Host treatment information	GENEPIO:0101114	influenza_antiviral_agent	influenza_antiviral_agent	WhitespaceMinimizedString										A substance that destroys or inhibits replication of viruses.								
HPAI;HPAIHost	Host treatment information	GENEPIO:0101115	influenza_antiviral_treatment_date	influenza_antiviral_treatment_date	date							{today}			The date on which the influenza antiviral agent was administered to a patient as part of treatment	"This field records the exact date when the antiviral treatment was administered. The date should be provided in a standard format (e.g., YYYY-MM-DD) and reflect the first administration date if multiple doses were given.

"							
HPAI;HPAIWW;HPAIEnviro			Environmental conditions and measurements																				
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100773	water_catchment_area_human_population_measurement_value	water_catchment_area_human_population_measurement_value	integer	NullValueMenu				TRUE					The numerical value of the human population measurement that contributes to the composition of water in a catchment area.	Where known, provide the numerical value of population size, i.e. the number of people.	10,500						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100774	water_catchment_area_human_population_range	water_catchment_area_human_population_range	WaterCatchmentAreaHumanPopulationRangeMenu	NullValueMenu									The human population range of the water catchment that contributes effluent to a wastewater site.	Where catchment population is not well known, provide an estimation of population size by selecting a value from the picklist.	1,000 - 10,000 people						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100775	water_catchment_area_human_population_measurement_method	water_catchment_area_human_population_measurement_method	WhitespaceMinimizedString										The method by which a water catchment 's human population size was measured or estimated	Provide a brief description of how catchment population size was measured or estimated.	population of jurisdiction encompassing the wastewater service area						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100776	water catchment area human population density value	water_catchment_area_human_population_density_value	WhitespaceMinimizedString										The numerical value describing the number of humans per geographical area in a water catchment. 	Provide the numerical value of the population density in the catchement area. 	4						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100777	water catchment area human population density unit	water_catchment_area_human_population_density_unit	WaterCatchmentAreaHumanPopulationDensityUnitMenu	NullValueMenu									The unit describing the number of humans per geographical area in a water catchment. 	Provide the unit of the population density in the catchement area. 	persons per Km^2						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100778	populated area type	populated_area_type	PopulatedAreaTypeMenu	NullValueMenu									A type of area that is populated by humans to different degrees.	Provide the populated area type from the pick list.	Urban area						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100779	sampling weather conditions	sampling_weather_conditions	SamplingWeatherConditionsMenu	NullValueMenu		TRUE							The state of the atmosphere at a place and time as regards heat, dryness, sunshine, wind, rain, etc.	Provide the weather conditions at the time of sample collection.	Rain 						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100780	presampling weather conditions	presampling_weather_conditions	PresamplingWeatherConditionsMenu	NullValueMenu		TRUE							Weather conditions prior to collection that may affect the sample.	Provide the weather conditions prior to sample collection.	Drizzle						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100440	water_depth	water_depth	WhitespaceMinimizedString										The depth of some water.	Provide the numerical depth only  of water only (without units).	5						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0101025	water_depth_units	water_depth_units	WaterDepthUnitsMenu	NullValueMenu									The units of measurement for water depth.	Provide the units of measurement for which the depth was recorded.	meter (m) [UO:0000008]						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100697	sediment_depth	sediment_depth	WhitespaceMinimizedString										The depth of some sediment.	Provide the numerical depth only of the sediment (without units).	2						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0101026	sediment_depth_units	sediment_depth_units	SedimentDepthUnitsMenu	NullValueMenu									The units of measurement for sediment depth.	Provide the units of measurement for which the depth was recorded.	meter (m) [UO:0000008]						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100441	air_temperature	air_temperature	WhitespaceMinimizedString										The temperature of some air.	Provide the numerical value for the temperature of the air (without units). 	25						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0101027	air_temperature_units	air_temperature_units	AirTemperatureUnitsMenu	NullValueMenu									The units of measurement for air temperature.	Provide the units of measurement for which the temperature was recorded.	degree Celsius (C) [UO:0000027]						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100698	water_temperature	water_temperature	WhitespaceMinimizedString										The temperature of some water.	Provide the numerical value for the temperature of the water (without units). 	4						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0101028	water_temperature_units	water_temperature_units	WaterTemperatureUnitsMenu	NullValueMenu									The units of measurement for water temperature.	Provide the units of measurement for which the temperature was recorded.	degree Celsius (C) [UO:0000027]						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100911	precipitation measurement value	precipitation_measurement_value	WhitespaceMinimizedString	NullValueMenu				TRUE					The amount of water which has fallen during a precipitation process.	Provide the quantity of precipitation in the area leading up to the time of sample collection.	12						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100912	precipitation measurement unit	precipitation_measurement_unit	PrecipitationMeasurementUnitMenu	NullValueMenu				TRUE					The units of measurement for the amount of water which has fallen during a precipitation process.	Provide the units of precipitation by selecting a value from the pick list.	inch						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100913	precipitation measurement method	precipitation_measurement_method	WhitespaceMinimizedString										The process used to measure the amount of water which has fallen during a precipitation process.	Provide the name of the procedure or method used to measure precipitation.	Rain gauge over a 12 hour period prior to sample collection						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100935	ambient temperature measurement value	ambient_temperature_measurement_value	WhitespaceMinimizedString										The numerical value of a measurement of the ambient temperature.	Provide the numerical value of the measured temperature.	70						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100936	ambient temperature measurement unit	ambient_temperature_measurement_unit	AmbientTemperatureMeasurementUnitMenu	NullValueMenu									The units of a measurement of the ambient temperature.	Provide the units of the measured temperature.	degree Celsius (C)						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0001736	pH measurement value	ph_measurement_value	WhitespaceMinimizedString										The measured pH value indicating the acidity or basicity(alkalinity) of an aqueous solution.	Provide the numerical value of the measured pH.	7.4						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100781	pH measurement method	ph_measurement_method	WhitespaceMinimizedString										The process used to measure pH value.	Provide the name of the procedure or technology used to measure pH.	pH test strip (litmus test)						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100905	total daily flow rate measurement value	total_daily_flow_rate_measurement_value	WhitespaceMinimizedString										The numerical value of a measured fluid flow rate over the course of a day.	Provide the numerical value of the measured flow rate.	10						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100906	total daily flow rate measurement unit	total_daily_flow_rate_measurement_unit	TotalDailyFlowRateMeasurementUnitMenu	NullValueMenu									The units of a measured fluid flow rate over the course of a day.	Provide the units of the measured flow rate by selecting a value from the pick list.	million gallons per day (MGD)						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100907	total daily flow rate measurement method	total_daily_flow_rate_measurement_method	WhitespaceMinimizedString										The process used to measure total daily fluid flow rate.	Provide the name of the procedure or technology used to measure flow rate.	Flow meter						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100908	instantaneous flow rate measurement value	instantaneous_flow_rate_measurement_value	WhitespaceMinimizedString										The numerical value of a measured instantaneous fluid flow rate.	Provide the numerical value of the measured flow rate.	25						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100909	instantaneous flow rate measurement unit	instantaneous_flow_rate_measurement_unit	InstantaneousFlowRateMeasurementUnitMenu	NullValueMenu									The units of a measured instantaneous fluid flow rate.	Provide the units of the measured flow rate by selecting a value from the pick list.	cubic meter per hour (m^3/h)						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100910	instantaneous flow rate measurement method	instantaneous_flow_rate_measurement_method	WhitespaceMinimizedString										The process used to measure instantaneous fluid flow rate.	Provide the name of the procedure or technology used to measure flow rate.	Flow meter						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100783	turbidity measurement value	turbidity_measurement_value	WhitespaceMinimizedString					TRUE					The numerical value of a measurement of turbidity.	Provide the numerical value of the measured turbidity.	0.02						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100914	turbidity measurement unit	turbidity_measurement_unit	TurbidityMeasurementUnitMenu	NullValueMenu				TRUE					The units of a measurement of turbidity.	Provide the units of the measured turbidity by selecting a value from the pick list.	nephelometric turbidity unit (NTU)						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0101013	turbidity measurement method	turbidity_measurement_method	WhitespaceMinimizedString										The process used to measure turbidity.	Provide the name of the procedure or technology used to measure turbidity.	Nephelometric method						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100915	dissolved oxygen measurement value	dissolved_oxygen_measurement_value	WhitespaceMinimizedString										The numerical value of a measurement of dissolved oxygen.	Provide the numerical value of the measured dissolved oxygen.	5						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100784	dissolved oxygen measurement unit	dissolved_oxygen_measurement_unit	DissolvedOxygenMeasurementUnitMenu	NullValueMenu									The units of a measurement of dissolved oxygen.	Provide the units of the measured dissolved oxygen by selecting a value from the pick list.	part per million (ppm)						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100785	dissolved oxygen measurement method	dissolved_oxygen_measurement_method	WhitespaceMinimizedString										The method used to measure dissolved oxygen.	Provide the name of the procedure or technology used to measure dissolved oxygen.	Dissolved oxygen meter in vertical direction						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100917	oxygen reduction potential (ORP) measurement value	oxygen_reduction_potential_orp_measurement_value	WhitespaceMinimizedString										The numerical value of a measurement of oxygen reduction potential (ORP).	Provide the numerical value of the measured oxygen reduction potential.	-50						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100786	oxygen reduction potential (ORP) measurement unit	oxygen_reduction_potential_orp_measurement_unit	OxygenReductionPotentialORPMeasurementUnitMenu	NullValueMenu									The units of a measurement of oxygen reduction potential (ORP).	Provide the units of the measured oxygen reduction potential by selecting a value from the pick list.	milliVolt (mV)						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100787	oxygen reduction potential (ORP) measurement method	oxygen_reduction_potential_orp_measurement_method	WhitespaceMinimizedString										The method used to measure oxygen reduction potential (ORP).	Provide the name of the procedure or technology used to measure oxygen reduction potential.	ORP sensor						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100788	chemical oxygen demand (COD) measurement value	chemical_oxygen_demand_cod_measurement_value	WhitespaceMinimizedString										The measured value from a chemical oxygen demand (COD) test.	Provide the numerical value of the COD test result.	26						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100789	chemical oxygen demand (COD) measurement unit	chemical_oxygen_demand_cod_measurement_unit	ChemicalOxygenDemandCODMeasurementUnitMenu	NullValueMenu									The units associated with a value from a chemical oxygen demand (COD) test.	Provide the units of the COD test result.	milligram per liter (mg/L)						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100790	chemical oxygen demand (COD) measurement method	chemical_oxygen_demand_cod_measurement_method	WhitespaceMinimizedString										The method used to measure chemical oxygen demand (COD).	Provide the name of the procedure or technology used to measure COD.	Hach LCK test kit						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100791	carbonaceous biochemical oxygen demand (CBOD) measurement value	carbonaceous_biochemical_oxygen_demand_cbod_measurement_value	WhitespaceMinimizedString										The numerical value of a measurement of carbonaceous biochemical oxygen demand (CBOD).	Provide the numerical value of the measured CBOD.	20						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100792	carbonaceous biochemical oxygen demand (CBOD) measurement unit	carbonaceous_biochemical_oxygen_demand_cbod_measurement_unit	CarbonaceousBiochemicalOxygenDemandCBODMeasurementUnitMenu	NullValueMenu									The units of a measurement of carbonaceous biochemical oxygen demand (CBOD).	Provide the units of the measured CBOD by selecting a value from the pick list.	milligram per liter (mg/L)						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100793	carbonaceous biochemical oxygen demand (CBOD) measurement method	carbonaceous_biochemical_oxygen_demand_cbod_measurement_method	WhitespaceMinimizedString										The method used to measure carbonaceous biochemical oxygen demand (CBOD).	Provide the name of the procedure or technology used to measure CBOD.	CBOD measurement by optical probe						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100794	total suspended solids (TSS) measurement value	total_suspended_solids_tss_measurement_value	WhitespaceMinimizedString										The numerical value from a total suspended solids (TSS) test.	Provide the numerical value of the measured TSS.	8						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100795	total suspended solids (TSS) measurement unit	total_suspended_solids_tss_measurement_unit	TotalSuspendedSolidsTSSMeasurementUnitMenu	NullValueMenu									The units associated with a value from a total suspended solids (TSS) test.	Provide the units of the measured TSS.	percent (%)						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100796	total suspended solids (TSS) measurement method	total_suspended_solids_tss_measurement_method	WhitespaceMinimizedString										The method used to measure total suspended solids (TSS).	Provide the name of the procedure or technology used to measure TSS.	Vacuum filter through a 2-micron filter, then oven-dried and weighed sample						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100797	total dissolved solids (TDS) measurement value	total_dissolved_solids_tds_measurement_value	WhitespaceMinimizedString										The numerical value from a total dissolved solids (TDS) test.	Provide the numerical value of the measured TDS.	2						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100798	total dissolved solids (TDS) measurement unit	total_dissolved_solids_tds_measurement_unit	TotalDissolvedSolidsTDSMeasurementUnitMenu	NullValueMenu									The units associated with a value from a total dissolved solids (TDS) test.	Provide the units of the measured TDS.	percent (%)						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100799	total dissolved solids (TDS) measurement method	total_dissolved_solids_tds_measurement_method	WhitespaceMinimizedString										The method used to measure total dissolved solids (TDS).	Provide the name of the procedure or technology used to measure TDS.	Subtract calculated TSS from calculated TS						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100800	total solids (TS) measurement value	total_solids_ts_measurement_value	WhitespaceMinimizedString										The numerical value from a total solids (TS) test.	Provide the numerical value of the measured TS.	10						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100801	total solids (TS) measurement unit	total_solids_ts_measurement_unit	TotalSolidsTSMeasurementUnitMenu	NullValueMenu									The units associated with a value from a total solids (TS) test.	Provide the units of the measured TS.	percent (%)						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100802	total solids (TS) measurement method	total_solids_ts_measurement_method	WhitespaceMinimizedString										The method used to measure total solids (TS).	Provide the name of the procedure or technology used to measure TS.	Gravimetric method by oven drying, then weighing						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100878	alkalinity measurement value	alkalinity_measurement_value	WhitespaceMinimizedString										The numerical value of a measurement of alkalinity.	Provide the numerical value of the measured alkalinity.	3						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100879	alkalinity measurement unit	alkalinity_measurement_unit	AlkalinityMeasurementUnitMenu	NullValueMenu									The units of a measurement of alkalinity.	Provide the units of the measured alkalinity.	milligram per liter of calcium carbonate (mg/L CaCO3)						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100880	alkalinity measurement method	alkalinity_measurement_method	WhitespaceMinimizedString										The process used to measure alkalinity.	Provide the name of the procedure or technology used to measure alkalinity.	Titration method						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100916	conductivity measurement value	conductivity_measurement_value	WhitespaceMinimizedString										The numerical value of a measurement of conductivity.	Provide the numerical value of the measured conductivity.	1412						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100803	conductivity measurement unit	conductivity_measurement_unit	ConductivityMeasurementUnitMenu	NullValueMenu									The units of a measurement of conductivity.	Provide the units of the measured conductivity.	microSiemen per centimeter (μS/cm)						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100804	conductivity measurement method	conductivity_measurement_method	WhitespaceMinimizedString										The method used to measure conductivity.	Provide the name of the procedure or technology used to measure conductivity.	Conductivity electrode and meter						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100805	salinity measurement value	salinity_measurement_value	WhitespaceMinimizedString										The numerical value of a measurement of salinity.	Provide the numerical value of the measured salinity.	35						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100806	salinity measurement unit	salinity_measurement_unit	SalinityMeasurementUnitMenu	NullValueMenu									The units of a measurement of salinity.	Provide the units of the measured salinity.	practical salinity unit (PSU)						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100807	salinity measurement method	salinity_measurement_method	WhitespaceMinimizedString										The method used to measure salinity.	Provide the name of the procedure or technology used to measure salinity.	conductivity meter						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100808	total nitrogen (TN) measurement value	total_nitrogen_tn_measurement_value	WhitespaceMinimizedString										The numerical value of a measurement of total nitrogen (TN).	Provide the numerical value of the measured TN.	120						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100809	total nitrogen (TN) measurement unit	total_nitrogen_tn_measurement_unit	TotalNitrogenTNMeasurementUnitMenu	NullValueMenu									The units of a measurement of total nitrogen (TN).	Provide the units of the measured TN.	milligram per liter (mg/L)						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100810	total nitrogen (TN) measurement method	total_nitrogen_tn_measurement_method	WhitespaceMinimizedString										The method used to measure total nitrogen (TN).	Provide the name of the procedure or technology used to measure TN.	Hach total nitrogen spectrophotometric test						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100811	total phosphorus (TP) measurement value	total_phosphorus_tp_measurement_value	WhitespaceMinimizedString										The numerical value of a measurement of total phosphorus (TP).	Provide the numerical value of the measured TP.	2						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100812	total phosphorus (TP) measurement unit	total_phosphorus_tp_measurement_unit	TotalPhosphorpusTpMeasurementUnitMenu	NullValueMenu									The units of a measurement of total phosphorus (TP).	Provide the units of the measured TP.	milligrams orthophosphate as phosphorus per liter (mg PO4-P/L)						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100813	total phosphorus (TP) measurement method	total_phosphorus_tp_measurement_method	WhitespaceMinimizedString										The method used to measure total phosphorus (TP).	Provide the name of the procedure or technology used to measure TP.	Merck phosphate spectrophotometric test kit						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100814	fecal contamination indicator 	fecal_contamination_indicator_	FecalContaminationIndicatorMenu	NullValueMenu				TRUE					A gene, virus, bacteria, or substance used to measure the sanitary quality of water in regards to fecal contamination.	If a fecal contamination indicator was measured, select it from the picklist.	crAssphage						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100815	fecal contamination value	fecal_contamination_value	WhitespaceMinimizedString					TRUE					The numerical value of a measurement of fecal contamination.	Provide the numerical value of the measured fecal contamination.	10						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100816	fecal contamination unit	fecal_contamination_unit	FecalContaminationUnitMenu	NullValueMenu				TRUE					The units of a measurement of fecal contamination.	Provide the units of the measured fecal contamination.	cycle threshold (Ct) / quantification cycle (Cq)						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100817	fecal contamination method	fecal_contamination_method	WhitespaceMinimizedString										The method used to measure fecal contamination.	Provide the name of the procedure or technology used to measure fecal contamination.	quantitative PCR assay						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100818	fecal coliform count value	fecal_coliform_count_value	WhitespaceMinimizedString										The numerical value of a measurement of fecal coliforms within a sample.	Provide the numerical value of the measured fecal coliforms.	3						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100819	fecal coliform count unit	fecal_coliform_count_unit	FecalColiformCountUnitMenu	NullValueMenu									The units of a measurement of fecal coliforms.	Provide the units of the measured fecal coliforms.	most probable number per milliliter (MPN/mL)						
HPAI;HPAIWW;HPAIEnviro	Environmental conditions and measurements	GENEPIO:0100820	fecal coliform count method	fecal_coliform_count_method	WhitespaceMinimizedString										The method used to measure fecal coliforms.	Provide the name of the procedure or technology used to measure fecal coliforms.	MPN method via serial dilutions until lack of growth						
