Ontology ID	parent class	label	datatype	source	data status	requirement	min value	max value	capitalize	pattern	description	guidance	examples
MIXS:0000113	optional	temperature	xs:token								Temperature of the sample at the time of sampling.	Expected value: measurement value|Preferred unit: degree Celsius|This field is used in: 15 packages: air, host-associated, human-associated, human-gut, human-oral, human-skin, human-vaginal, hydrocarbon resources-cores, hydrocarbon resources-fluids_swabs, microbial mat_biofilm, miscellaneous natural or artificial environment, plant-associated, sediment, wastewater_sludge, water	25 degree Celsius
MIXS:0000750	optional	tidal stage	select								Stage of tide	Expected value: enumeration|Occurrence: 1|This field is used in: 2 packages: sediment, water	high tide
MIXS:0000634	optional	total depth of water column	xs:token								Measurement of total depth of water column	Expected value: measurement value|Preferred unit: meter|Occurrence: 1|This field is used in: 2 packages: sediment, water	500 meter
MIXS:0000744	optional	total dissolved nitrogen	xs:token								Total dissolved nitrogen concentration, reported as nitrogen, measured by: total dissolved nitrogen = NH4 + NO3NO2 + dissolved organic nitrogen	Expected value: measurement value|Preferred unit: microgram per liter|Occurrence: 1|This field is used uniquely in: water	40 microgram per liter
MIXS:0000745	optional	total inorganic nitrogen	xs:token								Total inorganic nitrogen content	Expected value: measurement value|Preferred unit: microgram per liter|Occurrence: 1|This field is used uniquely in: water	40 microgram per liter
MIXS:0000102	optional	total nitrogen concentration	xs:token								Total nitrogen concentration of water samples, calculated by: total nitrogen = total dissolved nitrogen + particulate nitrogen. Can also be measured without filtering, reported as nitrogen	Expected value: measurement value|Preferred unit: microgram per liter, micromole per liter, milligram per liter|Occurrence: 1|This field is used in: 4 packages: hydrocarbon resources-cores, hydrocarbon resources-fluids_swabs, wastewater_sludge, water	50 micromole per liter
MIXS:0000747	optional	total particulate carbon	xs:token								Total particulate carbon content	Expected value: measurement value|Preferred unit: microgram per liter, micromole per liter|Occurrence: 1|This field is used uniquely in: water	35 micromole per liter
MIXS:0000117	optional	total phosphorus	xs:token								Total phosphorus concentration in the sample, calculated by: total phosphorus = total dissolved phosphorus + particulate phosphorus	Expected value: measurement value|Preferred unit: micromole per liter, milligram per liter, parts per million|Occurrence: 1|This field is used in: 3 packages: hydrocarbon resources-cores, hydrocarbon resources-fluids_swabs, water	0.03 milligram per liter
MIXS:0000191	optional	turbidity	xs:token								Measure of the amount of cloudiness or haziness in water caused by individual particles	Expected value: measurement value|Preferred unit: formazin turbidity unit, formazin nephelometric units|Occurrence: 1|This field is used in: 3 packages: microbial mat_biofilm, sediment, water	0.3 nephelometric turbidity units
MIXS:0000203	optional	water current	xs:token								Measurement of magnitude and direction of flow within a fluid	Expected value: measurement value|Preferred unit: cubic meter per second, knots|Occurrence: 1|This field is used in: 2 packages: miscellaneous natural or artificial environment, water	10 cubic meter per second
MIXS:0000591	treatment	watering regimen/schedule treatment	xs:token								Information about treatment involving an exposure to watering frequencies, treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple regimens	Expected value: measurement value;treatment interval and duration|Preferred unit: milliliter, liter|Occurrence: m|This field is used uniquely in: plant-associated	1 liter;R2/2018-05-11T14:30/2018-05-11T19:30/P1H30M
	Growth Facility	experimental_garden											
	Growth Facility	field											
	Growth Facility	field_incubation											
	Growth Facility	greenhouse											
	Growth Facility	growth_chamber											
	Growth Facility	lab_incubation											
	Growth Facility	open_top_chamber											
	Growth Facility	other											
	Analysis/Data Type	chemical speciation/mapping											
	Analysis/Data Type	genome											
	Analysis/Data Type	imaging- electron											
	Analysis/Data Type	imaging- ion											
	Analysis/Data Type	imaging- light											
	Analysis/Data Type	lipidome											
	Analysis/Data Type	metabolome											
	Analysis/Data Type	molecular structure											
	Analysis/Data Type	organic matter											
	Analysis/Data Type	proteome											
	Analysis/Data Type	transcriptome											
	organism count	ATP											
	organism count	MPN											
	organism count	other											
	oxygenation status of sample	aerobic											
	oxygenation status of sample	anaerobic											
	oxygenation status of sample	anoxic											
	oxygenation status of sample	facultative											
	oxygenation status of sample	microaerophilic											
	oxygenation status of sample	microanaerobe											
	oxygenation status of sample	obligate aerobe											
	oxygenation status of sample	obligate anaerobe											
	Storage temperature	-20 degree Celsius											
	Storage temperature	-80 degree Celsius											
	Storage temperature	4 degree Celsius											
	Storage temperature	other											
	Storage temperature	room temperature											
	Storage Condition	fresh											
	Storage Condition	frozen											
	Storage Condition	lyophilized											
	Storage Condition	other											
	tidal stage	ebb tide											
	tidal stage	flood tide											
	tidal stage	high tide											
	tidal stage	low tide											
