class_name	slot_group	slot_uri	title	name	range	range_2	identifier	multivalued	required	recommended	minimum_value	maximum_value	pattern	structured_pattern	description	comments	examples	EXPORT_BIOSAMPLE	EXPORT_NCBI_BIOSAMPLE_Enterics	EXPORT_NCBI_ANTIBIOGRAM	EXPORT_ENA_ANTIBIOGRAM						
	Strain and isolation information	GENEPIO:0100584	taxonomic_identification_process_details	taxonomic_identification_process_details	WhitespaceMinimizedString										The details of the process used to determine the taxonomic identification of an organism.	Briefly describe the taxonomic identififcation method details using free text.	Biolog instrument										
	Strain and isolation information	GENEPIO:0100467	serovar	serovar	WhitespaceMinimizedString					TRUE					The serovar of the organism.	Only include this information if it has been determined by traditional serological methods or a validated in silico prediction tool e.g. SISTR.	Heidelberg		serovar								
	Strain and isolation information	GENEPIO:0100468	serotyping_method	serotyping_method	WhitespaceMinimizedString					TRUE					The method used to determine the serovar.	If the serovar was determined via traditional serotyping methods, put “Traditional serotyping”. If the serovar was determined via in silico methods, provide the name and version number of the software.	SISTR 1.0.1										
	Strain and isolation information	GENEPIO:0100469	phagetype	phagetype	WhitespaceMinimizedString										The phagetype of the organism.	Provide if known. If unknown, put “missing”.	47										
		GENEPIO:0001441	Sequence information	sequence_information																							
	Sequence information	GENEPIO:0001448	library_ID	library_id	WhitespaceMinimizedString										The user-specified identifier for the library prepared for sequencing.	Every "library ID" from a single submitter must be unique. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible.	LS_2010_NP_123446										
	Sequence information	GENEPIO:0100416	sequenced_by	sequenced_by	SequencedByMenu	NullValueMenu			TRUE						The name of the agency, organization or institution responsible for sequencing the isolate's genome.	Provide the name of the agency, organization or institution that performed the sequencing in full (avoid abbreviations). If the information is unknown or cannot be provided, leave blank or provide a null value.	Public Health Agency of Canada (PHAC) [GENEPIO:0100551]	sequenced_by	sequenced_by								
	Sequence information	GENEPIO:0100470	sequenced_by_laboratory_name	sequenced_by_laboratory_name	WhitespaceMinimizedString										The specific laboratory affiliation of the responsible for sequencing the isolate's genome.	Provide the name of the specific laboratory that that performed the sequencing in full (avoid abbreviations). If the information is unknown or cannot be provided, leave blank or provide a null value.	Topp Lab										
	Sequence information	GENEPIO:0100471	sequenced_by_contact_name	sequenced_by_contact_name	WhitespaceMinimizedString	NullValueMenu			TRUE						The name or title of the contact responsible for follow-up regarding the sequence.	Provide the name of an individual or their job title. As personnel turnover may render the contact's name obsolete, it is more prefereable to provide a job title for ensuring accuracy of information and institutional memory. If the information is unknown or cannot be provided, leave blank or provide a null value.	Enterics Lab Manager										
	Sequence information	GENEPIO:0100422	sequenced_by_contact_email	sequenced_by_contact_email	WhitespaceMinimizedString	NullValueMenu			TRUE						The email address of the contact responsible for follow-up regarding the sequence.	Provide the email associated with the listed contact. As personnel turnover may render an individual's email obsolete, it is more prefereable to provide an address for a position or lab, to ensure accuracy of information and institutional memory. If the information is unknown or cannot be provided, leave blank or provide a null value.	enterics@lab.ca										
	Sequence information	GENEPIO:0001445	purpose_of_sequencing	purpose_of_sequencing	PurposeOfSequencingMenu	NullValueMenu		TRUE	TRUE						The reason that the sample was sequenced.	Provide the reason for sequencing by selecting a value from the following pick list: Diagnostic testing, Surveillance, Monitoring, Clinical trial, Field experiment, Environmental testing. If the information is unknown or cannot be provided, leave blank or provide a null value.	Research [GENEPIO:0100003]	purpose_of_sequencing									
	Sequence information	GENEPIO:0001447	sequencing_date	sequencing_date	date	NullValueMenu			TRUE		{sample_collection_date}	{today}			The date the sample was sequenced.	ISO 8601 standard "YYYY-MM-DD".	2020-06-22										
	Sequence information	GENEPIO:0100472	sequencing_project_name	sequencing_project_name	WhitespaceMinimizedString										The name of the project/initiative/program for which sequencing was performed.	Provide the name of the project and/or the project ID here. If the information is unknown or cannot be provided, leave blank or provide a null value.	AMR-GRDI (PA-1356)										
	Sequence information	GENEPIO:0100473	sequencing_platform	sequencing_platform	SequencingPlatformMenu	NullValueMenu									The platform technology used to perform the sequencing.	Provide the name of the company that created the sequencing instrument by selecting a value from the template pick list. If the information is unknown or cannot be provided, leave blank or provide a null value.	Illumina [GENEPIO:0001923]										
	Sequence information	GENEPIO:0001452	sequencing_instrument	sequencing_instrument	SequencingInstrumentMenu	NullValueMenu									The model of the sequencing instrument used.	Provide the model sequencing instrument by selecting a value from the template pick list. If the information is unknown or cannot be provided, leave blank or provide a null value.	Illumina HiSeq 2500 [GENEPIO:0100117]										
	Sequence information	GENEPIO:0100997	sequencing_assay_type	sequencing_assay_type	SequencingAssayTypeMenu										The overarching sequencing methodology that was used to determine the sequence of a biomaterial.	Example Guidance: Provide the name of the DNA or RNA sequencing technology used in your study. If unsure refer to the protocol documentation, or provide a null value.	whole genome sequencing assay [OBI:0002117]										
	Sequence information	GENEPIO:0001450	library_preparation_kit	library_preparation_kit	WhitespaceMinimizedString										The name of the DNA library preparation kit used to generate the library being sequenced.	Provide the name of the library preparation kit used.	Nextera XT										
	Sequence information	GENEPIO:0100843	DNA_fragment_length	dna_fragment_length	integer										The length of the DNA fragment generated by mechanical shearing or enzymatic digestion for the purposes of library preparation.	Provide the fragment length in base pairs (do not include the units).	400										
	Sequence information	GENEPIO:0100966	genomic_target_enrichment_method	genomic_target_enrichment_method	GenomicTargetEnrichmentMethodMenu										The molecular technique used to selectively capture and amplify specific regions of interest from a genome.	Provide the name of the enrichment method	Hybrid selection method (bait-capture) [GENEPIO:0001950]										
	Sequence information	GENEPIO:0100967	genomic_target_enrichment_method_details	genomic_target_enrichment_method_details	WhitespaceMinimizedString										Details that provide additional context to the molecular technique used to selectively capture and amplify specific regions of interest from a genome.	Provide details that are applicable to the method you used. Note: If bait-capture methods were used for enrichment, provide the panel name and version number (or a URL providing that information).	enrichment was done using Twist's respiratory virus research panel: https://www.twistbioscience.com/products/ngs/fixed-panels/respiratory-virus-research-panel										
	Sequence information	GENEPIO:0001456	amplicon_pcr_primer_scheme	amplicon_pcr_primer_scheme	WhitespaceMinimizedString										The specifications of the primers (primer sequences, binding positions, fragment size generated etc) used to generate the amplicons to be sequenced.	Provide the name and version of the primer scheme used to generate the amplicons for sequencing.	artic v3										
	Sequence information	GENEPIO:0001449	amplicon_size	amplicon_size	integer										The length of the amplicon generated by PCR amplification.	Provide the amplicon size expressed in base pairs.	300										
	Sequence information	GENEPIO:0101102	sequencing_flow_cell_version	sequencing_flow_cell_version	WhitespaceMinimizedString										The version number of the flow cell used for generating sequence data.	Flow cells can vary in terms of design, chemistry, capacity, etc. The version of the flow cell used to generate sequence data can affect sequence quantity and quality. Record the version of the flow cell used to generate sequence data. Do not include "version" or "v" in the version number.	R.9.4.1										
	Sequence information	GENEPIO:0001454	sequencing_protocol	sequencing_protocol	WhitespaceMinimizedString										The protocol or method used for sequencing.	Provide the name and version of the procedure or protocol used for sequencing. You can also provide a link to a protocol online.	https://www.protocols.io/view/ncov-2019-sequencing-protocol-bbmuik6w?version_warning=no										
	Sequence information	GENEPIO:0001476	r1_fastq_filename	r1_fastq_filename	WhitespaceMinimizedString										The user-specified filename of the r1 FASTQ file.	Provide the r1 FASTQ filename.	ABC123_S1_L001_R1_001.fastq.gz										
	Sequence information	GENEPIO:0001477	r2_fastq_filename	r2_fastq_filename	WhitespaceMinimizedString										The user-specified filename of the r2 FASTQ file.	Provide the r2 FASTQ filename.	ABC123_S1_L001_R2_001.fastq.gz										
	Sequence information	GENEPIO:0001480	fast5_filename	fast5_filename	WhitespaceMinimizedString										The user-specified filename of the FAST5 file.	Provide the FAST5 filename.	batch1a_sequences.fast5										
	Sequence information	GENEPIO:0101715	genome_sequence_filename	genome_sequence_filename	WhitespaceMinimizedString										The user-defined filename of the FASTA file.	Provide the FASTA filename.	pathogenassembly123.fasta										
		GENEPIO:0001457	Bioinformatics and QC metrics																								
	Bioinformatics and QC metrics	GENEPIO:0100557	quality_control_method_name	quality_control_method_name	WhitespaceMinimizedString										The name of the method used to assess whether a sequence passed a predetermined quality control threshold.	Providing the name of the method used for quality control is very important for interpreting the rest of the QC information. Method names can be provided as the name of a pipeline or a link to a GitHub repository. Multiple methods should be listed and separated by a semi-colon. Do not include QC tags in other fields if no method name is provided.	ncov-tools										
	Bioinformatics and QC metrics	GENEPIO:0100558	quality_control_method_version	quality_control_method_version	WhitespaceMinimizedString										The version number of the method used to assess whether a sequence passed a predetermined quality control threshold.	Methods updates can make big differences to their outputs. Provide the version of the method used for quality control. The version can be expressed using whatever convention the developer implements (e.g. date, semantic versioning). If multiple methods were used, record the version numbers in the same order as the method names. Separate the version numbers using a semi-colon.	1.2.3										
	Bioinformatics and QC metrics	GENEPIO:0100559	quality_control_determination	quality_control_determination	QualityControlDeterminationMenu	NullValueMenu		TRUE							The determination of a quality control assessment.	Select a value from the pick list provided. If a desired value is missing, submit a new term request to the PHA4GE QC Tag GitHub issuetracker using the New Term Request form.	sequence failed quality control										
	Bioinformatics and QC metrics	GENEPIO:0100560	quality_control_issues	quality_control_issues	QualityControlIssuesMenu	NullValueMenu		TRUE							The reason contributing to, or causing, a low quality determination in a quality control assessment.	Select a value from the pick list provided. If a desired value is missing, submit a new term request to the PHA4GE QC Tag GitHub issuetracker using the New Term Request form.	low average genome coverage										
	Bioinformatics and QC metrics	GENEPIO:0100561	quality_control_details	quality_control_details	WhitespaceMinimizedString										The details surrounding a low quality determination in a quality control assessment.	Provide notes or details regarding QC results using free text.	CT value of 39. Low viral load. Low DNA concentration after amplification.										
	Bioinformatics and QC metrics	GENEPIO:0001458	raw_sequence_data_processing_method	raw_sequence_data_processing_method	WhitespaceMinimizedString	NullValueMenu				TRUE					The method used for raw data processing such as removing barcodes, adapter trimming, filtering etc.	Raw data processing can have a significant impact on data quality and how it can be used. Provide the names and version numbers of software used for trimming adaptors, quality filtering, etc (e.g. Trimmomatic v. 0.38, Porechop v. 0.2.3), or a link to a GitHub protocol. 	Porechop 0.2.3										
	Bioinformatics and QC metrics	GENEPIO:0001459	dehosting_method	dehosting_method	WhitespaceMinimizedString	NullValueMenu				TRUE					The method used to remove host reads from the pathogen sequence.	Provide the name and version number of the software used to remove host reads.	Nanostripper										
	Bioinformatics and QC metrics	GENEPIO:0100825	sequence_assembly_software_name	sequence_assembly_software_name	WhitespaceMinimizedString	NullValueMenu									The name of the software used to assemble a sequence.	Provide the name of the software used to assemble the sequence.	SPAdes Genome Assembler, Canu, wtdbg2, velvet										
	Bioinformatics and QC metrics	GENEPIO:0100826	sequence_assembly_software_version	sequence_assembly_software_version	WhitespaceMinimizedString	NullValueMenu									The version of the software used to assemble a sequence.	Provide the version of the software used to assemble the sequence.	3.15.5										
	Bioinformatics and QC metrics	GENEPIO:0001463	consensus_sequence_software_name	consensus_sequence_software_name	WhitespaceMinimizedString	NullValueMenu									The name of the software used to generate the consensus sequence.	Provide the name of the software used to generate the consensus sequence.	iVar										
	Bioinformatics and QC metrics	GENEPIO:0001469	consensus_sequence_software_version	consensus_sequence_software_version	WhitespaceMinimizedString	NullValueMenu									The version of the software used to generate the consensus sequence.	Provide the version of the software used to generate the consensus sequence.	1.3										
	Bioinformatics and QC metrics	GENEPIO:0001472	breadth_of_coverage_value	breadth_of_coverage_value	WhitespaceMinimizedString										The percentage of the reference genome covered by the sequenced data, to a prescribed depth.	Provide value as a percent.	95										
	Bioinformatics and QC metrics	GENEPIO:0001474	depth_of_coverage_value	depth_of_coverage_value	WhitespaceMinimizedString										The average number of reads representing a given nucleotide in the reconstructed sequence.	Provide value as a fold of coverage.	400										
	Bioinformatics and QC metrics	GENEPIO:0001475	depth_of_coverage_threshold	depth_of_coverage_threshold	WhitespaceMinimizedString										The threshold used as a cut-off for the depth of coverage.	Provide the threshold fold coverage.	100										
	Bioinformatics and QC metrics	GENEPIO:0100844	genome_completeness	genome_completeness	WhitespaceMinimizedString										The percentage of expected genes identified in the genome being sequenced. Missing genes indicate missing genomic regions (incompleteness) in the data.	Provide the genome completeness as a percent (no need to include units).	85										
	Bioinformatics and QC metrics	GENEPIO:0001482	number_of_base_pairs_sequenced	number_of_base_pairs_sequenced	integer										The number of total base pairs generated by the sequencing process.	Provide a numerical value (no need to include units).	387566										
	Bioinformatics and QC metrics	GENEPIO:0100827	number_of_total_reads	number_of_total_reads	integer										The total number of non-unique reads generated by the sequencing process.	Provide a numerical value (no need to include units).	423867										
	Bioinformatics and QC metrics	GENEPIO:0100828	number_of_unique_reads	number_of_unique_reads	integer										The number of unique reads generated by the sequencing process.	Provide a numerical value (no need to include units).	248236										
	Bioinformatics and QC metrics	GENEPIO:0100829	minimum_post-trimming_read_length	minimum_posttrimming_read_length	integer										The threshold used as a cut-off for the minimum length of a read after trimming.	Provide a numerical value (no need to include units).	150										
	Bioinformatics and QC metrics	GENEPIO:0100937	number_of_contigs	number_of_contigs	integer										The number of contigs (contiguous sequences) in a sequence assembly.	Provide a numerical value.	10										
	Bioinformatics and QC metrics	GENEPIO:0100830	percent_Ns_across_total_genome_length	percent_ns_across_total_genome_length	integer										The percentage of the assembly that consists of ambiguous bases (Ns).	Provide a numerical value (no need to include units).	2										
	Bioinformatics and QC metrics	GENEPIO:0001484	Ns_per_100_kbp	ns_per_100_kbp	integer										The number of ambiguous bases (Ns) normalized per 100 kilobasepairs (kbp).	Provide a numerical value (no need to include units).	342										
	Bioinformatics and QC metrics	GENEPIO:0100938	N50	n50	integer										The length of the shortest read that, together with other reads, represents at least 50% of the nucleotides in a set of sequences.	Provide the N50 value in Mb.	150										
	Bioinformatics and QC metrics	GENEPIO:0100845	percent_read_contamination	percent_read_contamination_	integer										The percent of the total number of reads identified as contamination (not belonging to the target organism) in a sequence dataset.	Provide the percent contamination value (no need to include units).	2										
	Bioinformatics and QC metrics	GENEPIO:0100846	sequence_assembly_length	sequence_assembly_length	integer										The length of the genome generated by assembling reads using a scaffold or by reference-based mapping.	Provide a numerical value (no need to include units).	34272										
	Bioinformatics and QC metrics	GENEPIO:0001483	consensus_genome_length	consensus_genome_length	integer										The length of the genome defined by the most common nucleotides at each position.	Provide a numerical value (no need to include units).	38677										
	Bioinformatics and QC metrics	GENEPIO:0001485	reference_genome_accession	reference_genome_accession	WhitespaceMinimizedString										A persistent, unique identifier of a genome database entry.	Provide the accession number of the reference genome.	NC_045512.2										
	Bioinformatics and QC metrics	GENEPIO:0100831	deduplication_method	deduplication_method	WhitespaceMinimizedString										The method used to remove duplicated reads in a sequence read dataset.	Provide the deduplication software name followed by the version, or a link to a tool or method.	DeDup 0.12.8										
	Bioinformatics and QC metrics	GENEPIO:0001489	bioinformatics_protocol	bioinformatics_protocol	WhitespaceMinimizedString										A description of the overall bioinformatics strategy used.	Further details regarding the methods used to process raw data, and/or generate assemblies, and/or generate consensus sequences can. This information can be provided in an SOP or protocol or pipeline/workflow. Provide the name and version number of the protocol, or a GitHub link to a pipeline or workflow.	https://github.com/phac-nml/ncov2019-artic-nf										
		GENEPIO:0101082	Taxonomic identification information																								
	Taxonomic identification information	GENEPIO:0100832	read_mapping_software_name	read_mapping_software_name	WhitespaceMinimizedString										The name of the software used to map sequence reads to a reference genome or set of reference genes.	Provide the name of the read mapping software.	Bowtie2, BWA-MEM, TopHat										
	Taxonomic identification information	GENEPIO:0100833	read_mapping_software_version	read_mapping_software_version	WhitespaceMinimizedString										The version of the software used to map sequence reads to a reference genome or set of reference genes.	Provide the version number of the read mapping software.	2.5.1										
	Taxonomic identification information	GENEPIO:0100834	taxonomic_reference_database_name	taxonomic_reference_database_name	WhitespaceMinimizedString										The name of the taxonomic reference database used to identify the organism.	Provide the name of the taxonomic reference database.	NCBITaxon										
	Taxonomic identification information	GENEPIO:0100835	taxonomic_reference_database_version	taxonomic_reference_database_version	WhitespaceMinimizedString										The version of the taxonomic reference database used to identify the organism.	Provide the version number of the taxonomic reference database.	1.3										
	Taxonomic identification information	GENEPIO:0101074	taxonomic_analysis_report_filename	taxonomic_analysis_report_filename	WhitespaceMinimizedString										The filename of the report containing the results of a taxonomic analysis.	Provide the filename of the report containing the results of the taxonomic analysis.	WWtax_report_Feb1_2024.doc										
	Taxonomic identification information	GENEPIO:0101075	taxonomic_analysis_date	taxonomic_analysis_date	date							{today}			The date a taxonomic analysis was performed.	Providing the date that an analyis was performed can help provide context for tool and reference database versions. Provide the date that the taxonomic analysis was performed in ISO 8601 format, i.e. "YYYY-MM-DD".	2024-02-01										
	Taxonomic identification information	GENEPIO:0100836	read_mapping_criteria	read_mapping_criteria	WhitespaceMinimizedString										A description of the criteria used to map reads to a reference sequence.	Provide a description of the read mapping criteria.	Phred score >20										
		GENEPIO:0100477	Public repository information	public_repository_information																							
	Public repository information	GENEPIO:0001159	sequence_submitted_by	sequence_submitted_by	SequenceSubmittedByMenu	NullValueMenu									The name of the agency that submitted the sequence to a database.	The name of the agency should be written out in full, (with minor exceptions) and be consistent across multiple submissions. If submitting specimens rather than sequencing data, please put the "National Microbiology Laboratory (NML)".	Environment and Climate Change Canada (ECCC) [GENEPIO:0100555]										
	Public repository information	GENEPIO:0100474	sequence_submitted_by_contact_name	sequence_submitted_by_contact_name	WhitespaceMinimizedString										The name or title of the contact responsible for follow-up regarding the submission of the sequence to a repository or database.	Provide the name of an individual or their job title. As personnel turnover may render the contact's name obsolete, it is prefereable to provide a job title for ensuring accuracy of information and institutional memory. If the information is unknown or cannot be provided, leave blank or provide a null value.	Enterics Lab Manager										
	Public repository information	GENEPIO:0001165	sequence_submitted_by_contact_email	sequence_submitted_by_contact_email	WhitespaceMinimizedString										The email address of the agency responsible for submission of the sequence.	The email address can represent a specific individual or lab e.g. johnnyblogs@lab.ca, or RespLab@lab.ca	RespLab@lab.ca										
	Public repository information	GENEPIO:0100475	publication_ID	publication_id	WhitespaceMinimizedString										The identifier for a publication.	If the isolate is associated with a published work which can provide additional information, provide the PubMed identifier of the publication. Other types of identifiers (e.g. DOI) are also acceptable.	PMID: 33205991										
	Public repository information	GENEPIO:0100476	attribute_package	attribute_package	AttributePackageMenu	NullValueMenu									The attribute package used to structure metadata in an INSDC BioSample.	If the sample is from a specific human or animal, put “Pathogen.cl”. If the sample is from an environmental sample including food, feed, production facility, farm, water source, manure etc, put “Pathogen.env”.	Pathogen.env [GENEPIO:0100581]										
	Public repository information	GENEPIO:0001136	bioproject_accession	bioproject_accession	WhitespaceMinimizedString										The INSDC accession number of the BioProject(s) to which the BioSample belongs.	Required if submission is linked to a BioProject. BioProjects are an organizing tool that links together raw sequence data, assemblies, and their associated metadata. A valid BioProject accession has prefix PRJN, PRJE or PRJD, e.g., PRJNA12345 and is created once at the beginning of a new sequencing project. Your laboratory can have one or many BioProjects.	PRJNA12345	bioproject_accession	bioproject_accession								
	Public repository information	GENEPIO:0001139	biosample_accession	biosample_accession	WhitespaceMinimizedString										The identifier assigned to a BioSample in INSDC archives.	Store the accession returned from the BioSample submission. NCBI BioSamples will have the prefix SAMN, whileEMBL- EBI BioSamples will have the prefix SAMEA.	SAMN14180202				bioSample_ID						
	Public repository information	GENEPIO:0001142	SRA_accession	sra_accession	WhitespaceMinimizedString										The Sequence Read Archive (SRA), European Nucleotide Archive (ENA) or DDBJ Sequence Read Archive (DRA) identifier linking raw read data, methodological metadata and quality control metrics submitted to the INSDC.	Store the accession assigned to the submitted "run". NCBI-SRA accessions start with SRR, EBI-ENA runs start with ERR and DRA accessions start with DRR.	SRR11177792										
	Public repository information	GENEPIO:0001145	GenBank_accession	genbank_accession	WhitespaceMinimizedString										The GenBank/ENA/DDBJ identifier assigned to the sequence in the INSDC archives.	Store the accession returned from a GenBank/ENA/DDBJ submission.	MN908947.3										
		GENEPIO:0100478	Risk assessment information	risk_assessment_information																							
	Risk assessment information	GENEPIO:0100480	prevalence_metrics	prevalence_metrics	WhitespaceMinimizedString					TRUE					Metrics regarding the prevalence of the pathogen of interest obtained from a surveillance project.	Risk assessment requires detailed information regarding the quantities of a pathogen in a specified location, commodity, or environment. As such, it is useful for risk assessors to know what types of information are available through documented methods and results. Provide the metric types that are available in the surveillance project sample plan by selecting them from the pick list. The metrics of interest are " Number of total samples collected", "Number of positive samples", "Average count of hazard organism", "Average count of indicator organism". You do not need to provide the actual values, just indicate that the information is available.	Number of total samples collected, Number of positive samples										
	Risk assessment information	GENEPIO:0100481	prevalence_metrics_details	prevalence_metrics_details	WhitespaceMinimizedString					TRUE					The details pertaining to the prevalence metrics from a surveillance project.	If there are details pertaining to samples or organism counts in the sample plan that might be informative, provide details using free text.	Hazard organism counts (i.e. Salmonella) do not distinguish between serovars.										
	Risk assessment information	GENEPIO:0100482	stage_of_production	stage_of_production	WhitespaceMinimizedString	NullValueMenu				TRUE					The stage of food production.	Provide the stage of food production as free text.	Abattoir [ENVO:01000925]										
	Risk assessment information	GENEPIO:0100483	experimental_intervention	experimental_intervention	ExperimentalInterventionMenu	NullValueMenu		TRUE		TRUE					The category of the experimental intervention applied in the food production system.	In some surveys, a particular intervention in the food supply chain in studied. If there was an intervention specified in the sample plan, select the intervention category from the pick list provided.	Vaccination [NCIT:C15346]		upstream_intervention								
	Risk assessment information	GENEPIO:0100484	experiment_intervention_details	experiment_intervention_details	WhitespaceMinimizedString					TRUE					The details of the experimental intervention applied in the food production system.	If an experimental intervention was applied in the survey, provide details in this field as free text.	2% cranberry solution mixed in feed										
		GENEPIO:0100479	Antimicrobial resistance	antimicrobial_resistance																							
	Antimicrobial resistance	GENEPIO:0100511	AMR_testing_by	amr_testing_by	AmrTestingByMenu	NullValueMenu			TRUE						The name of the organization that performed the antimicrobial resistance testing.	Provide the name of the agency, organization or institution that performed the AMR testing, in full (avoid abbreviations). If the information is unknown or cannot be provided, leave blank or provide a null value.	Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552]										
	Antimicrobial resistance	GENEPIO:0100512	AMR_testing_by_laboratory_name	amr_testing_by_laboratory_name	WhitespaceMinimizedString										The name of the lab within the organization that performed the antimicrobial resistance testing.	Provide the name of the specific laboratory that performed the AMR testing (avoid abbreviations). If the information is unknown or cannot be provided, leave blank or provide a null value.	Topp Lab										
	Antimicrobial resistance	GENEPIO:0100513	AMR_testing_by_contact_name	amr_testing_by_contact_name	WhitespaceMinimizedString	NullValueMenu			TRUE						The name of the individual or the individual's role in the organization that performed the antimicrobial resistance testing.	Provide the name of an individual or their job title. As personnel turnover may render the contact's name obsolete, it is more preferable to provide a job title for ensuring accuracy of information and institutional memory. If the information is unknown or cannot be provided, leave blank or provide a null value.	Enterics Lab Manager										
	Antimicrobial resistance	GENEPIO:0100514	AMR_testing_by_contact_email	amr_testing_by_contact_email	WhitespaceMinimizedString	NullValueMenu			TRUE						The email of the individual or the individual's role in the organization that performed the antimicrobial resistance testing.	Provide the email associated with the listed contact. As personnel turnover may render an individual's email obsolete, it is more preferable to provide an address for a position or lab, to ensure accuracy of information and institutional memory. If the information is unknown or cannot be provided, leave blank or provide a null value.	johnnyblogs@lab.ca										
	Antimicrobial resistance	GENEPIO:0100515	AMR_testing_date	amr_testing_date	date							{today}			The date the antimicrobial resistance testing was performed.	Provide the date according to the ISO 8601 standard "YYYY-MM-DD", "YYYY-MM" or "YYYY".	2022-04-03										
																											
																											
																											
																											
		GENEPIO:0001516	Contributor acknowledgement																								
	Contributor acknowledgement	GENEPIO:0001517	authors	authors	WhitespaceMinimizedString					TRUE					Names of individuals contributing to the processes of sample collection, sequence generation, analysis, and data submission.	Include the first and last names of all individuals that should be attributed, separated by a comma.	Tejinder Singh, Fei Hu, Joe Blogs										
	Contributor acknowledgement	GENEPIO:0001518	DataHarmonizer provenance	dataharmonizer_provenance	Provenance										The DataHarmonizer software and template version provenance.	The current software and template version information will be automatically generated in this field after the user utilizes the "validate" function. This information will be generated regardless as to whether the row is valid of not.	DataHarmonizer v1.4.3, GRDI v1.0.0										
																											
GRDIIsolate	Key	GENEPIO:0001123	sample_collector_sample_ID	sample_collector_sample_id	GRDISample				TRUE																		
	Key	GENEPIO:0100456	isolate_ID	isolate_id	WhitespaceMinimizedString		TRUE		TRUE																		
	Strain and isolation information	GENEPIO:0100457	alternative_isolate_ID	alternative_isolate_id	WhitespaceMinimizedString					TRUE					An alternative isolate_ID assigned to the isolate by another organization.	"Alternative isolate IDs should be provided in the in a prescribed format which consists of the ID followed by square brackets (no space in between the ID and bracket) containing the short form of ID provider’s agency name i.e. ID[short organization code]. Agency short forms include the following:
Public Health Agency of Canada: PHAC
Canadian Food Inspection Agency: CFIA
Agriculture and Agri-Food Canada: AAFC
Fisheries and Oceans Canada: DFO
Environment and Climate Change Canada: ECCC
Health Canada: HC 
An example of a properly formatted alternative_isolate_identifier would be e.g. XYZ4567[CFIA]
Multiple alternative isolate IDs can be provided, separated by semi-colons."	GHIF3456[PHAC]; QWICK222[CFIA]		isolate_name_alias								
	Strain and isolation information	GENEPIO:0100458	progeny_isolate_ID	progeny_isolate_id	WhitespaceMinimizedString										The identifier assigned to a progenitor isolate derived from an isolate that was directly obtained from a sample.	If your sequence data pertains to progeny of an original isolate, provide the progeny_isolate_ID.	SUB_ON_1526										
	Strain and isolation information	GENEPIO:0100459	IRIDA_isolate_ID	irida_isolate_id	WhitespaceMinimizedString	NullValueMenu			TRUE						The identifier of the isolate in the IRIDA platform.	Provide the "sample ID" used to track information linked to the isolate in IRIDA. IRIDA sample IDs should be unqiue to avoid ID clash. This is very important in large Projects, especially when samples are shared from different organizations. Download the IRIDA sample ID and add it to the sample data in your spreadsheet as part of good data management practices.	GRDI_LL_12345										
	Strain and isolation information	GENEPIO:0100460	IRIDA_project_ID	irida_project_id	WhitespaceMinimizedString	NullValueMenu			TRUE						The identifier of the Project in the iRIDA platform.	Provide the IRIDA "project ID".	666										
	Strain and isolation information	GENEPIO:0100461	isolated_by	isolated_by	IsolatedByMenu										The name of the agency, organization or institution with which the individual who performed the isolation procedure is affiliated.	Provide the name of the agency, organization or institution that isolated the original isolate in full (avoid abbreviations). If the information is unknown or cannot be provided, leave blank or provide a null value.	Public Health Agency of Canada (PHAC) [GENEPIO:0100551]										
	Strain and isolation information	GENEPIO:0100462	isolated_by_laboratory_name	isolated_by_laboratory_name	WhitespaceMinimizedString										The specific laboratory affiliation of the individual who performed the isolation procedure.	Provide the name of the specific laboratory that that isolated the original isolate (avoid abbreviations). If the information is unknown or cannot be provided, leave blank or provide a null value.	Topp Lab										
	Strain and isolation information	GENEPIO:0100463	isolated_by_contact_name	isolated_by_contact_name	WhitespaceMinimizedString										The name or title of the contact responsible for follow-up regarding the isolate.	Provide the name of an individual or their job title. As personnel turnover may render the contact's name obsolete, it is prefereable to provide a job title for ensuring accuracy of information and institutional memory. If the information is unknown or cannot be provided, leave blank or provide a null value.	Enterics Lab Manager										
	Strain and isolation information	GENEPIO:0100464	isolated_by_contact_email	isolated_by_contact_email	WhitespaceMinimizedString										The email address of the contact responsible for follow-up regarding the isolate.	Provide the email associated with the listed contact. As personnel turnover may render an individual's email obsolete, it is more prefereable to provide an address for a position or lab, to ensure accuracy of information and institutional memory. If the information is unknown or cannot be provided, leave blank or provide a null value.	enterics@lab.ca										
	Strain and isolation information	GENEPIO:0100465	isolation_date	isolation_date	date							{today}			The date on which the isolate was isolated from a sample.	Provide the date according to the ISO 8601 standard "YYYY-MM-DD", "YYYY-MM" or "YYYY".	2020-10-30		cult_isol_date								
	Strain and isolation information	GENEPIO:0100466	isolate_received_date	isolate_received_date	WhitespaceMinimizedString							{today}			The date on which the isolate was received by the laboratory.	Provide the date according to the ISO 8601 standard "YYYY-MM-DD", "YYYY-MM" or "YYYY".	2020-11-15										
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
