Ontology ID	Meaning (LinkML)	parent class	label	datatype	source	data status	requirement	min value	max value	capitalize	pattern	description	guidance	examples	EXPORT_GISAID	EXPORT_CNPHI	EXPORT_NML_LIMS	EXPORT_BIOSAMPLE	EXPORT_VirusSeq_Portal
GENEPIO:0001438		Host reinfection information	prior SARS-CoV-2 antiviral treatment	select		Not Applicable; Missing; Not Collected; Not Provided; Restricted Access						Whether there was prior SARS-CoV-2 treatment with an antiviral agent.	If known, provide information about whether the individual had a previous SARS-CoV-2 antiviral treatment. Select a value from the pick list.	No prior antiviral treatment			prior SARS-CoV-2 antiviral treatment		
GENEPIO:0001439		Host reinfection information	prior SARS-CoV-2 antiviral treatment agent	xs:token								The name of the antiviral treatment agent administered during the prior SARS-CoV-2 infection.	Provide the name of the antiviral treatment agent administered during the most recent prior infection. If no treatment was administered, put "No treatment". If multiple antiviral agents were administered, list them all separated by commas.	Remdesivir			prior SARS-CoV-2 antiviral treatment agent		
GENEPIO:0001440		Host reinfection information	prior SARS-CoV-2 antiviral treatment date	xs:date								The date treatment was first administered during the prior SARS-CoV-2 infection.	Provide the date that the antiviral treatment agent was first administered during the most recenrt prior infection. Provide the prior SARS-CoV-2 treatment date in ISO 8601 standard format "YYYY-MM-DD".	2021-01-28			prior SARS-CoV-2 antiviral treatment date		
																			
																			
GENEPIO:0001441			Sequencing																
GENEPIO:0001445		Sequencing	purpose of sequencing	multiple		Not Applicable; Missing; Not Collected; Not Provided; Restricted Access	required					The reason that the sample was sequenced.	The reason why a sample was originally collected may differ from the reason why it was selected for sequencing. The reason a sample was sequenced may provide information about potential biases in sequencing strategy. Provide the purpose of sequencing from the picklist in the template. The reason for sample collection should be indicated in the "purpose of sampling" field. 	Baseline surveillance (random sampling)		Reason for Sequencing	PH_REASON_FOR_SEQUENCING	purpose_of_sequencing	purpose of sequencing
GENEPIO:0001446		Sequencing	purpose of sequencing details	xs:token		Not Applicable; Missing; Not Collected; Not Provided; Restricted Access	required					The description of why the sample was sequenced providing specific details.	Provide an expanded description of why the sample was sequenced using free text. The description may include the importance of the sequences for a particular public health investigation/surveillance activity/research question. Suggested standardized descriotions include: Screened for S gene target failure (S dropout), Screened for mink variants, Screened for B.1.1.7 variant, Screened for B.1.135 variant, Screened for P.1 variant, Screened due to travel history, Screened due to close contact with infected individual, Assessing public health control measures, Determining early introductions and spread, Investigating airline-related exposures, Investigating temporary foreign worker, Investigating remote regions, Investigating health care workers, Investigating schools/universities, Investigating reinfection.	Screened for S gene target failure (S dropout)		Details on the Reason for Sequencing	PH_REASON_FOR_SEQUENCING_DETAILS		purpose of sequencing details
GENEPIO:0001447		Sequencing	sequencing date	xs:date		Not Applicable; Missing; Not Collected; Not Provided; Restricted Access	required	2019-10-01				The date the sample was sequenced.	ISO 8601 standard "YYYY-MM-DD".	2020-06-22			PH_SEQUENCING_DATE		
GENEPIO:0001448		Sequencing	library ID	xs:token			recommended					The user-specified identifier for the library prepared for sequencing.	The library name should be unique, and can be an autogenerated ID from your LIMS, or modification of the isolate ID.	XYZ_123345			library ID		
GENEPIO:0001449		Sequencing	amplicon size	xs:token								The length of the amplicon generated by PCR amplification.	Provide the amplicon size, including the units.	300bp			amplicon size		
GENEPIO:0001450		Sequencing	library preparation kit	xs:token								The name of the DNA library preparation kit used to generate the library being sequenced.	Provide the name of the library preparation kit used.	Nextera XT			PH_LIBRARY_PREP_KIT		
GENEPIO:0001451		Sequencing	flow cell barcode	xs:token								The barcode of the flow cell used for sequencing.	Provide the barcode of the flow cell used for sequencing the sample.	FAB06069			flow cell barcode		
GENEPIO:0001452		Sequencing	sequencing instrument	multiple		Not Applicable; Missing; Not Collected; Not Provided; Restricted Access	required					The model of the sequencing instrument used.	Select a sequencing instrument from the picklist provided in the template.	Oxford Nanopore MinION	Sequencing technology	Sequencing Instrument	PH_INSTRUMENT_CGN		sequencing instrument
GENEPIO:0001453		Sequencing	sequencing protocol name	xs:token			recommended					The name and version number of the sequencing protocol used.	Provide the name and version of the sequencing protocol e.g. 1D_DNA_MinION	https://www.protocols.io/view/covid-19-artic-v3-illumina-library-construction-an-bibtkann		Sequencing Protocol Name	sequencing protocol name		
GENEPIO:0001454		Sequencing	sequencing protocol  	xs:token								The protocol used to generate the sequence.	Provide a free text description of the methods and materials used to generate the sequence. Suggested text, fill in information where indicated.: "Viral sequencing was performed following a tiling amplicon strategy using the <fill in> primer scheme. Sequencing was performed using a <fill in> sequencing instrument. Libraries were prepared using <fill in> library kit. "	Genomes were generated through amplicon sequencing of 1200 bp amplicons with Freed schema primers. Libraries were created using Illumina DNA Prep kits, and sequence data was produced using Miseq Micro v2 (500 cycles) sequencing kits.			PH_TESTING_PROTOCOL		sequencing protocol  
GENEPIO:0001455		Sequencing	sequencing kit number	xs:token								The manufacturer's kit number.	Alphanumeric value.	AB456XYZ789			sequencing kit number		
GENEPIO:0001456		Sequencing	amplicon pcr primer scheme	xs:token								The specifications of the primers (primer sequences, binding positions, fragment size generated etc) used to generate the amplicons to be sequenced.	Provide the name and version of the primer scheme used to generate the amplicons for sequencing.	https://github.com/joshquick/artic-ncov2019/blob/master/primer_schemes/nCoV-2019/V3/nCoV-2019.tsv			amplicon pcr primer scheme		
																			
																			
GENEPIO:0001457			Bioinformatics and QC metrics																
GENEPIO:0001458		Bioinformatics and QC metrics	raw sequence data processing method	xs:token			required					The names of the software and version number used for raw data processing such as removing barcodes, adapter trimming, filtering etc.	Provide the software name followed by the version e.g. Trimmomatic v. 0.38, Porechop v. 0.2.3	Porechop 0.2.3			PH_RAW_SEQUENCE_METHOD		raw sequence data processing method
GENEPIO:0001459		Bioinformatics and QC metrics	dehosting method	xs:token			required					The method used to remove host reads from the pathogen sequence.	Provide the name and version number of the software used to remove host reads.	Nanostripper			PH_DEHOSTING_METHOD		dehosting method
GENEPIO:0001460		Bioinformatics and QC metrics	consensus sequence name	xs:token								The name of the consensus sequence.	Provide the name and version number of the consensus sequence.	ncov123assembly3			consensus sequence name		
GENEPIO:0001461		Bioinformatics and QC metrics	consensus sequence filename	xs:token								The name of the consensus sequence file.	Provide the name and version number of the consensus sequence FASTA file.	ncov123assembly.fasta			consensus sequence filename		
GENEPIO:0001462		Bioinformatics and QC metrics	consensus sequence filepath	xs:token								The filepath of the consesnsus sequence file.	Provide the filepath of the consensus sequence FASTA file.	/User/Documents/RespLab/Data/ncov123assembly.fasta			consensus sequence filepath		
GENEPIO:0001463		Bioinformatics and QC metrics	consensus sequence software name	xs:token			required					The name of software used to generate the consensus sequence.	Provide the name of the software used to generate the consensus sequence.	iVar		consensus sequence 	PH_CONSENSUS_SEQUENCE		consensus sequence software name
GENEPIO:0001469		Bioinformatics and QC metrics	consensus sequence software version	xs:token			required					The version of the software used to generate the consensus sequence.	Provide the version of the software used to generate the consensus sequence.	1.3		consensus sequence 	PH_CONSENSUS_SEQUENCE_VERSION		consensus sequence software version
GENEPIO:0001472		Bioinformatics and QC metrics	breadth of coverage value	xs:token								The percentage of the reference genome covered by the sequenced data, to a prescribed depth.	Provide value as a percent.	95%			breadth of coverage value		breadth of coverage value
GENEPIO:0001474		Bioinformatics and QC metrics	depth of coverage value	xs:token								The average number of reads representing a given nucleotide in the reconstructed sequence.	Provide value as a fold of coverage.	400x	Coverage		depth of coverage value		depth of coverage value
GENEPIO:0001475		Bioinformatics and QC metrics	depth of coverage threshold	xs:token								The threshold used as a cut-off for the depth of coverage.	Provide the threshold fold coverage.	100x			depth of coverage threshold		
GENEPIO:0001476		Bioinformatics and QC metrics	r1 fastq filename        	xs:token			recommended					The user-specified filename of the r1 FASTQ file.	Provide the r1 FASTQ filename.	ABC123_S1_L001_R1_001.fastq.gz			r1 fastq filename        		
GENEPIO:0001477		Bioinformatics and QC metrics	r2 fastq filename	xs:token			recommended					The user-specified filename of the r2 FASTQ file.	Provide the r2 FASTQ filename.	ABC123_S1_L001_R2_001.fastq.gz			r2 fastq filename		
GENEPIO:0001478		Bioinformatics and QC metrics	r1 fastq filepath	xs:token								The location of the r1 FASTQ file within a user's file system.	Provide the filepath for the r1 FASTQ file. This information aids in data management. 	/User/Documents/RespLab/Data/ABC123_S1_L001_R1_001.fastq.gz			r1 fastq filepath		
GENEPIO:0001479		Bioinformatics and QC metrics	r2 fastq filepath	xs:token								The location of the r2 FASTQ file within a user's file system.	Provide the filepath for the r2 FASTQ file. This information aids in data management. 	/User/Documents/RespLab/Data/ABC123_S1_L001_R2_001.fastq.gz			r2 fastq filepath		
GENEPIO:0001480		Bioinformatics and QC metrics	fast5 filename	xs:token								The user-specified filename of the FAST5 file.	Provide the FAST5 filename.	rona123assembly.fast5			fast5 filename		
GENEPIO:0001481		Bioinformatics and QC metrics	fast5 filepath	xs:token								The location of the FAST5 file within a user's file system.	Provide the filepath for the FAST5 file. This information aids in data management. 	/User/Documents/RespLab/Data/rona123assembly.fast5			fast5 filepath		
GENEPIO:0001482		Bioinformatics and QC metrics	number of base pairs sequenced	xs:nonNegativeInteger								The number of total base pairs generated by the sequencing process.	Provide a numerical value (no need to include units).	387566			number of base pairs sequenced		
GENEPIO:0001483		Bioinformatics and QC metrics	consensus genome length	xs:nonNegativeInteger								Size of the reconstructed genome described as the number of base pairs.	Provide a numerical value (no need to include units).	38677			consensus genome length		
GENEPIO:0001484		Bioinformatics and QC metrics	Ns per 100 kbp	xs:decimal				0				The number of N symbols present in the consensus fasta sequence, per 100kbp of sequence.	Provide a numerical value (no need to include units).	330			Ns per 100 kbp		
GENEPIO:0001485		Bioinformatics and QC metrics	reference genome accession	xs:token								A persistent, unique identifier of a genome database entry.	Provide the accession number of the reference genome.	NC_045512.2			reference genome accession		reference genome accession
GENEPIO:0001489		Bioinformatics and QC metrics	bioinformatics protocol	xs:token			required					A description of the overall bioinformatics strategy used.	Further details regarding the methods used to process raw data, and/or generate assemblies, and/or generate consensus sequences can. This information can be provided in an SOP or protocol or pipeline/workflow. Provide the name and version number of the protocol, or a GitHub link to a pipeline or workflow.	https://github.com/phac-nml/ncov2019-artic-nf		Bioinformatics Protocol	PH_BIOINFORMATICS_PROTOCOL		bioinformatics protocol
GENEPIO:0001498			Lineage and Variant information																
GENEPIO:0001500		Lineage and Variant information	lineage/clade name	xs:token								The name of the lineage or clade.	Provide the Pangolin or Nextstrain lineage/clade name.	B.1.1.7			PH_LINEAGE_CLADE_NAME		
GENEPIO:0001501		Lineage and Variant information	lineage/clade analysis software name	xs:token								The name of the software used to determine the lineage/clade.	Provide the name of the software used to determine the lineage/clade.	Pangolin			PH_LINEAGE_CLADE_SOFTWARE		
GENEPIO:0001502		Lineage and Variant information	lineage/clade analysis software version	xs:token								The version of the software used to determine the lineage/clade.	Provide the version of the software used ot determine the lineage/clade.	2.1.10			PH_LINEAGE_CLADE_VERSION		
GENEPIO:0001503		Lineage and Variant information	variant designation	select		Not Applicable; Missing; Not Collected; Not Provided; Restricted Access						The variant classification of the lineage/clade i.e. variant, variant of concern.	If the lineage/clade is considered a Variant of Concern, select Variant of Concern from the pick list. If the lineage/clade contains mutations of concern (mutations that increase transmission, clincal severity, or other epidemiological fa ctors) but it not a global Variant of Concern, select Variant. If the lineage/clade does not contain mutations of concern, leave blank.	Variant of Concern			PH_VARIANT_DESIGNATION		
GENEPIO:0001504		Lineage and Variant information	variant evidence	select		Not Applicable; Missing; Not Collected; Not Provided; Restricted Access						The evidence used to make the variant determination.	Select whether the sample was screened using RT-qPCR or by sequencing from the pick list.	RT-qPCR			PH_VARIANT_EVIDENCE		
GENEPIO:0001505		Lineage and Variant information	variant evidence details	xs:token								Details about the evidence used to make the variant determination.	Provide the assay and list the set of lineage-defining mutations used to make the variant determination. If there are mutations of interest/concern observed in addition to lineage-defining mutations, describe those here.	Lineage-defining mutations: ORF1ab (K1655N), Spike (K417N, E484K, N501Y, D614G, A701V), N (T205I), E (P71L).			PH_VARIANT_EVIDENCE_DETAILS		
GENEPIO:0001506			Pathogen diagnostic testing																
GENEPIO:0001507		Pathogen diagnostic testing	gene name 1	select		Not Applicable; Missing; Not Collected; Not Provided; Restricted Access						The name of the gene used in the diagnostic RT-PCR test.	Provide the full name of the gene used in the test. The gene symbol (short form of gene name) can also be provided. Standardized gene names and symbols can be found in the Gene Ontology using this look-up service: https://bit.ly/2Sq1LbI	E gene (orf4)		Gene Target 1	SUBMITTED_RESLT - Gene Target #1	gene_name_1	gene name
GENEPIO:0001508		Pathogen diagnostic testing	diagnostic pcr protocol 1	xs:token								The name and version number of the protocol used for diagnostic marker amplification.	The name and version number of the protocol used for carrying out a diagnostic PCR test. This information can be compared to sequence data for evaluation of performance and quality control.	EGenePCRTest 2					
GENEPIO:0001509		Pathogen diagnostic testing	diagnostic pcr Ct value 1	xs:decimal		Not Applicable; Missing; Not Collected; Not Provided; Restricted Access; Indeterminate						The Ct value result from a diagnostic SARS-CoV-2 RT-PCR test.	Provide the CT value of the sample from the diagnostic RT-PCR test.	21		Gene Target 1 CT Value	SUBMITTED_RESLT - Gene Target #1 CT Value	diagnostic_PCR_CT_value_1	diagnostic pcr Ct value 
GENEPIO:0001510		Pathogen diagnostic testing	gene name 2	select	gene name 1	Not Applicable; Missing; Not Collected; Not Provided; Restricted Access						The name of the gene used in the diagnostic RT-PCR test.	Provide the full name of another gene used in an RT-PCR test. The gene symbol (short form of gene name) can also be provided. Standardized gene names and symbols can be found in the Gene Ontology using this look-up service: https://bit.ly/2Sq1LbI	RdRp gene (nsp12)		Gene Target 2	SUBMITTED_RESLT - Gene Target #2	gene_name_2	
GENEPIO:0001511		Pathogen diagnostic testing	diagnostic pcr protocol 2	xs:token								The name and version number of the protocol used for diagnostic marker amplification.	The name and version number of the protocol used for carrying out a second diagnostic PCR test. This information can be compared to sequence data for evaluation of performance and quality control.	RdRpGenePCRTest 3					
GENEPIO:0001512		Pathogen diagnostic testing	diagnostic pcr Ct value 2	xs:decimal		Not Applicable; Missing; Not Collected; Not Provided; Restricted Access; Indeterminate						The Ct value result from a diagnostic SARS-CoV-2 RT-PCR test.	Provide the CT value of the sample from the second diagnostic RT-PCR test.	36		Gene Target 2 CT Value	SUBMITTED_RESLT - Gene Target #2 CT Value	diagnostic_PCR_CT_value_2	
GENEPIO:0001513		Pathogen diagnostic testing	gene name 3	select	gene name 1	Not Applicable; Missing; Not Collected; Not Provided; Restricted Access						The name of the gene used in the diagnostic RT-PCR test.	Provide the full name of another gene used in an RT-PCR test. The gene symbol (short form of gene name) can also be provided. Standardized gene names and symbols can be found in the Gene Ontology using this look-up service: https://bit.ly/2Sq1LbI	RdRp gene (nsp12)		Gene Target 3	SUBMITTED_RESLT - Gene Target #3		
GENEPIO:0001514		Pathogen diagnostic testing	diagnostic pcr protocol 3	xs:token								The name and version number of the protocol used for diagnostic marker amplification.	The name and version number of the protocol used for carrying out a second diagnostic PCR test. This information can be compared to sequence data for evaluation of performance and quality control.	RdRpGenePCRTest 3					
GENEPIO:0001515		Pathogen diagnostic testing	diagnostic pcr Ct value 3	xs:decimal		Not Applicable; Missing; Not Collected; Not Provided; Restricted Access; Indeterminate						The Ct value result from a diagnostic SARS-CoV-2 RT-PCR test.	Provide the CT value of the sample from the second diagnostic RT-PCR test.	30		Gene Target 3 CT Value	SUBMITTED_RESLT - Gene Target #3 CT Value		
GENEPIO:0001516			Contributor acknowledgement																
GENEPIO:0001517		Contributor acknowledgement	authors	xs:token			recommended					Names of individuals contributing to the processes of sample collection, sequence generation, analysis, and data submission.	Include the first and last names of all individuals that should be attributed, separated by a comma.	Tejinder Singh, Fei Hu, Joe Blogs	Authors	Authors	PH_CANCOGEN_AUTHORS		
GENEPIO:0001518		Contributor acknowledgement	DataHarmonizer provenance	provenance								The DataHarmonizer software version provenance.	The current software version information will be automatically generated in this field after the user utilizes the "validate" function. This information will be generated regardless as to whether the row is valid of not.	DataHarmonizer provenance: v0.13.21	DataHarmonizer provenance	Additional Comments	HC_COMMENTS		
																			
																			
		umbrella bioproject accession	PRJNA623807																
																			
																			
																			
																			
																			
																			
																			
																			
GAZ:00002566		geo_loc_name (state/province/territory)	Alberta																
GAZ:00002562		geo_loc_name (state/province/territory)	British Columbia																
GAZ:00002571		geo_loc_name (state/province/territory)	Manitoba																
GAZ:00002570		geo_loc_name (state/province/territory)	New Brunswick																
GAZ:00002567		geo_loc_name (state/province/territory)	Newfoundland and Labrador																
GAZ:00002575		geo_loc_name (state/province/territory)	Northwest Territories																
GAZ:00002565		geo_loc_name (state/province/territory)	Nova Scotia																
GAZ:00002574		geo_loc_name (state/province/territory)	Nunavut																
GAZ:00002563		geo_loc_name (state/province/territory)	Ontario																
GAZ:00002572		geo_loc_name (state/province/territory)	Prince Edward Island																
GAZ:00002569		geo_loc_name (state/province/territory)	Quebec																
GAZ:00002564		geo_loc_name (state/province/territory)	Saskatchewan																
GAZ:00002576		geo_loc_name (state/province/territory)	Yukon																
																			
UO:0000035		host age unit	month																
UO:0000036		host age unit	year																
																			
UO:0000036		sample collection date precision	year																
UO:0000035		sample collection date precision	month																
UO:0000033		sample collection date precision	day																
																			
OBI:0000895		biomaterial extracted	RNA (total)																
OBI:0000869		biomaterial extracted	RNA (poly-A)																
OBI:0002627		biomaterial extracted	RNA (ribo-depleted)																
OBI REQUEST		biomaterial extracted	mRNA (messenger RNA)																
OBI:0002754		biomaterial extracted	mRNA (cDNA)																
																			
																			
HP REQUEST		signs and symptoms	Abnormal lung auscultation																
HP:0000223		signs and symptoms	Abnormality of taste sensation																
HP:0041051		Abnormality of taste sensation	      Ageusia (complete loss of taste)																
HP:0031249		Abnormality of taste sensation	      Parageusia (distorted sense of taste)																
HP:0000224 		Abnormality of taste sensation	      Hypogeusia (reduced sense of taste)																
HP:0004408		signs and symptoms	Abnormality of the sense of smell																
HP:0000458		Abnormality of the sense of smell	      Anosmia (lost sense of smell)																
HP:0004409		Abnormality of the sense of smell	      Hyposmia (reduced sense of smell)																
HP:0033677		signs and symptoms	Acute Respiratory Distress Syndrome													ARDS			
HP:0011446		signs and symptoms	Altered mental status																
HP:0100543		Altered mental status	      Cognitive impairment																
HP:0001259		Altered mental status	      Coma																
HP:0001289		Altered mental status	      Confusion																
HP:0031258		Confusion	            Delirium (sudden severe confusion)																
HP REQUEST		Altered mental status	      Inability to arouse (inability to stay awake)																
HP:0000737 		Altered mental status	      Irritability																
HP:0002371		Altered mental status	      Loss of speech																
HP:0011675		signs and symptoms	Arrhythmia																
HP:0025406		signs and symptoms	Asthenia (generalized weakness)																
HP:0031352		signs and symptoms	Chest tightness or pressure																
HP:0025145		Chest tightness or pressure	      Rigors (fever shakes)																
HP:0025143 		signs and symptoms	Chills (sudden cold sensation)													Chills			
HP:0030953		signs and symptoms	Conjunctival injection																
HP:0000509		signs and symptoms	Conjunctivitis (pink eye)													Conjunctivitis			
MP:0001867		signs and symptoms	Coryza (rhinitis)																
HP:0012735		signs and symptoms	Cough 																
HP:0031246		Cough	      Nonproductive cough (dry cough)																
HP:0031245		Cough	      Productive cough (wet cough)																
HP:0000961		signs and symptoms	Cyanosis (blueish skin discolouration)																
HP:0001063		Cyanosis (blueish skin discolouration)	      Acrocyanosis																
HP:0032556		Acrocyanosis	            Circumoral cyanosis (bluish around mouth)																
HP REQUEST		Acrocyanosis	            Cyanotic face (bluish face)																
HP REQUEST		Cyanosis (blueish skin discolouration)	      Central Cyanosis																
HP REQUEST		Central Cyanosis	            Cyanotic lips (bluish lips) 																
HP REQUEST		Cyanosis (blueish skin discolouration)	            Peripheral Cyanosis																
HP:0002094		signs and symptoms	Dyspnea (breathing difficulty) 																
HP:0002014		signs and symptoms	Diarrhea (watery stool)													Diarrhea, watery			
MP:0031127		signs and symptoms	Dry gangrene																
HP:0002383		signs and symptoms	Encephalitis (brain inflammation)													Encephalitis			
HP:0001298		signs and symptoms	Encephalopathy																
HP:0012378		signs and symptoms	Fatigue (tiredness)													Fatigue			
HP REQUEST		signs and symptoms	    Prostration (complete exhaustion)																
HP:0001945 		signs and symptoms	Fever																
HP REQUEST		Fever	      Fever (>=38°C)													Fever			
HP:0000206		signs and symptoms	Glossitis (inflammation of the tongue)																
HP REQUEST		signs and symptoms	Ground Glass Opacities (GGO)																
HP:0002315		signs and symptoms	Headache																
HP:0002105		signs and symptoms	Hemoptysis (coughing up blood)																
HP:0012417		signs and symptoms	Hypocapnia																
HP:0002615		signs and symptoms	Hypotension (low blood pressure)																
HP:0012418		signs and symptoms	Hypoxemia (low blood oxygen)																
HP REQUEST		Hypoxemia (low blood oxygen)	      Silent hypoxemia																
HP:0011029		signs and symptoms	Internal hemorrhage (internal bleeding)																
NCIT:C121416		signs and symptoms	Loss of Fine Movements																
HP:0004396 		signs and symptoms	Low appetite																
HP:0033834		signs and symptoms	Malaise (general discomfort/unease)																
HP:0031179		signs and symptoms	Meningismus/nuchal rigidity																
HP:0001324		signs and symptoms	Muscle weakness																
HP:0001742		signs and symptoms	Nasal obstruction (stuffy nose)																
HP:0002018		signs and symptoms	Nausea																
HP:0000421		signs and symptoms	Nose bleed																
HP REQUEST		signs and symptoms	Otitis																
HP:0012531		signs and symptoms	Pain																
HP:0002027		Pain	      Abdominal pain																
HP:0002829		Pain	      Arthralgia (painful joints)																
HP:0100749		Pain	      Chest pain																
HP:0033771		Chest pain	            Pleuritic chest pain																
HP:0003326		Pain	      Myalgia (muscle pain) 																
HP:0025439		signs and symptoms	Pharyngitis (sore throat) 																
HP REQUEST		signs and symptoms	Pharyngeal exudate																
HP:0002202		signs and symptoms	Pleural effusion																
HP:0002090		signs and symptoms	Pneumonia																
HP:0033696		signs and symptoms	Pseudo-chilblains																
HP REQUEST		Pseudo-chilblains	      Pseudo-chilblains on fingers (covid fingers)																
HP REQUEST		Pseudo-chilblains	      Pseudo-chilblains on toes (covid toes)																
HP:0000988		signs and symptoms	Rash																
HP:0031417		signs and symptoms	Rhinorrhea (runny nose)																
HP:0001250		signs and symptoms	Seizure																
HP:0020219		Seizure	      Motor seizure																
HP:0025144		signs and symptoms	Shivering (involuntary muscle twitching)																
HP:0001350		signs and symptoms	Slurred speech																
HP:0025095		signs and symptoms	Sneezing																
HP:0033709		signs and symptoms	Sputum Production																
HP:0001297		signs and symptoms	Stroke																
HP:0002716		signs and symptoms	Swollen Lymph Nodes																
HP:0002789		signs and symptoms	Tachypnea (accelerated respiratory rate)																
HP:0002321		signs and symptoms	Vertigo (dizziness)																
HP:0002013		signs and symptoms	Vomiting (throwing up)																
																			
		host vaccination status	Fully Vaccinated																
		host vaccination status	Partially Vaccinated																
		host vaccination status	Not Vaccinated																
																			
		prior SARS-CoV-2 antiviral treatment	Prior antivrial treatment																
		prior SARS-CoV-2 antiviral treatment	No prior antivrial treatment																
		prior SARS-CoV-2 antiviral treatment	Unknown																
																			
OBI:0002600		NML submitted specimen type	Swab 																
OBI:0000880		NML submitted specimen type	RNA																
OBI:0002754		NML submitted specimen type	mRNA (cDNA)																
OBI:0001010		NML submitted specimen type	Nucleic acid																
GENEPIO:0001619		NML submitted specimen type	Not Applicable																
																			
																			
HP:0011009		Related specimen relationship type	Acute																
		Related specimen relationship type	Convalescent																
		Related specimen relationship type	Familial																
EFO:0009642		Related specimen relationship type	Follow-up																
		Follow-up	     Reinfection testing																
		Related specimen relationship type	Previously Submitted																
		Related specimen relationship type	Sequencing/bioinformatics methods development/validation 																
		Related specimen relationship type	Specimen sampling methods testing																
																			
																			
VO:0004925		pre-existing conditions and risk factors	Age 60+																
HP:0001903		pre-existing conditions and risk factors	Anemia																
HP:0002039		pre-existing conditions and risk factors	Anorexia																
NCIT:C92743		pre-existing conditions and risk factors	Birthing labor																
NCIT:C80693		pre-existing conditions and risk factors	Bone marrow failure																
MONDO:0004992		pre-existing conditions and risk factors	Cancer																
MONDO:0007254		Cancer	      Breast cancer																
MONDO:0005575		Cancer	      Colorectal cancer																
DOID:2531		Cancer	      Hematologic malignancy (cancer of the blood)																
MONDO:0008903		Cancer	      Lung cancer																
MONDO:0024880		Cancer	      Metastatic disease																
NCIT:C16212		pre-existing conditions and risk factors	Cancer treatment																
NCIT:C157740		Cancer treatment	      Cancer surgery																
NCIT:C15632		Cancer treatment	      Chemotherapy																
NCIT:C15360		Chemotherapy	            Adjuvant chemotherapy																
NCIT:C3079		pre-existing conditions and risk factors	Cardiac disorder																
HP:0011675		Cardiac disorder	      Arrhythmia																
MONDO:0005267		Cardiac disorder	      Cardiac disease																
HP:0001638		Cardiac disorder	      Cardiomyopathy																
NCIT:C45430		Cardiac disorder	      Cardiac injury																
HP:0000822		Cardiac disorder	      Hypertension (high blood pressure)																
HP:0002615		Cardiac disorder	      Hypotension (low blood pressure)																
HP:0011410		pre-existing conditions and risk factors	Cesarean section																
HP REQUEST		pre-existing conditions and risk factors	Chronic cough																
HP REQUEST		pre-existing conditions and risk factors	Chronic gastrointestinal disease																
HP:0006528		pre-existing conditions and risk factors	Chronic lung disease																
NCIT:C211		pre-existing conditions and risk factors	Corticosteroids																
HP:0000819		pre-existing conditions and risk factors	Diabetes mellitus (diabetes)																
HP:0100651		Diabetes mellitus (diabetes)	      Type I diabetes mellitus (T1D)																
HP:0005978		Diabetes mellitus (diabetes)	      Type II diabetes mellitus (T2D)																
HP:0000964		pre-existing conditions and risk factors	Eczema																
HP:0003111		pre-existing conditions and risk factors	Electrolyte disturbance																
HP:0002901		Electrolyte disturbance	      Hypocalcemia																
HP:0002900		Electrolyte disturbance	      Hypokalemia																
HP:0002917		Electrolyte disturbance	      Hypomagnesemia																
HP:0002383		pre-existing conditions and risk factors	Encephalitis (brain inflammation)																
MONDO:0005027		pre-existing conditions and risk factors	Epilepsy																
NCIT:C15248		pre-existing conditions and risk factors	Hemodialysis																
MONDO:0044348		pre-existing conditions and risk factors	Hemoglobinopathy																
MONDO:0005109		pre-existing conditions and risk factors	Human immunodeficiency virus (HIV)																
MONDO:0012268		Human immunodeficiency virus (HIV)	      Acquired immunodeficiency syndrome (AIDS)																
NCIT:C16118		Human immunodeficiency virus (HIV)	      HIV and antiretroviral therapy (ART)																
NCIT:C14139		pre-existing conditions and risk factors	Immunocompromised																
MONDO:0004670		Immunocompromised	      Lupus																
MONDO:0005265		pre-existing conditions and risk factors	Inflammatory bowel disease (IBD)																
HP:0002583		Inflammatory bowel disease (IBD)	      Colitis																
HP:0100279		Colitis	            Ulcerative colitis																
HP:0100280		Inflammatory bowel disease (IBD)	      Crohn's disease																
NCIT:C3149		pre-existing conditions and risk factors	Renal disorder																
MONDO:0005240		Renal disorder	      Renal disease																
HP:0012622		Renal disorder	            Chronic renal disease																
HP:0000083		Renal disorder	            Renal failure																
MONDO:0005154		pre-existing conditions and risk factors	Liver disease																
NCIT:C113609		Liver disease	      Chronic liver disease																
HP:0001397		Chronic liver disease	            Fatty liver disease (FLD)																
HP:0003326		pre-existing conditions and risk factors	Myalgia (muscle pain) 																
MONDO:0005404		pre-existing conditions and risk factors	Myalgic encephalomyelitis (chronic fatigue syndrome)																
MONDO:0005071		pre-existing conditions and risk factors	Neurological disorder																
MONDO:0019056		Neurological disorder	      Neuromuscular disorder																
HP:0001513		pre-existing conditions and risk factors	Obesity																
MONDO:0005139		Obesity	      Severe obesity																
MONDO:0005087		pre-existing conditions and risk factors	Respiratory disorder																
HP:0002099		Respiratory disorder	      Asthma																
HP:0004469		Respiratory disorder	      Chronic bronchitis																
HP:0006528		Respiratory disorder	      Chronic pulmonary disease																
HP:0006510		Chronic pulmonary disease	            Chronic obstructive pulmonary disease																
HP:0002097		Respiratory disorder	      Emphysema																
MONDO:0005275		Respiratory disorder	      Lung disease																
HP:0006528		Lung disease	            Chronic lung disease																
HP:0002206		Lung disease	            Pulmonary fibrosis																
HP:0002090		Respiratory disorder	      Pneumonia																
HP:0002878		Respiratory disorder	      Respiratory failure																
