Ontology ID	parent class	label	datatype	source	data status	requirement	min value	max value	capitalize	description	guidance	examples	EXPORT_GRDI
	SPECIMENSUBSOURCE_1	Blood vessel											anatomical_part
	SPECIMENSUBSOURCE_1	Bone											anatomical_material
	SPECIMENSUBSOURCE_1	Bone Marrow											anatomical_material
	SPECIMENSUBSOURCE_1	Bootie											environmental_material
	SPECIMENSUBSOURCE_1	Boots											environmental_material
	SPECIMENSUBSOURCE_1	Brain											anatomical_part
	SPECIMENSUBSOURCE_1	Bursa of Fabricus											anatomical_part
	SPECIMENSUBSOURCE_1	Cages											environmental_site
	SPECIMENSUBSOURCE_1	Cavity Fluid (Unspecified)											anatomical_material
	SPECIMENSUBSOURCE_1	Cavity fluid unspecified											anatomical_material
	SPECIMENSUBSOURCE_1	Cecal Content											body_product
	SPECIMENSUBSOURCE_1	Cecum											anatomical_part
	SPECIMENSUBSOURCE_1	Chick Boxes											environmental_site
	SPECIMENSUBSOURCE_1	Chick Pads											environmental_material
	SPECIMENSUBSOURCE_1	Cloacae											anatomical_part
	SPECIMENSUBSOURCE_1	Cloacal swab											anatomical_part
	SPECIMENSUBSOURCE_1	Colon											anatomical_part
	SPECIMENSUBSOURCE_1	Confirmation											?
	SPECIMENSUBSOURCE_1	Crates											environmental_site
	SPECIMENSUBSOURCE_1	Crop											environmental_material
	SPECIMENSUBSOURCE_1	Culture Plate											collection_device
	SPECIMENSUBSOURCE_1	Digestive System (Unspecified)											anatomical_part
	SPECIMENSUBSOURCE_1	Duodenum											anatomical_part
	SPECIMENSUBSOURCE_1	Dust											environmental_material
	SPECIMENSUBSOURCE_1	Ear											anatomical_part
	SPECIMENSUBSOURCE_1	Egg Belt											environmental_site
	SPECIMENSUBSOURCE_1	Environment Swab											collection_device
	SPECIMENSUBSOURCE_1	Environment Swab (Hatchery)											environmental_site:hatchery|collection_device:swab
	SPECIMENSUBSOURCE_1	Esophagus											anatomical_part
	SPECIMENSUBSOURCE_1	External Quality Assurance											?
	SPECIMENSUBSOURCE_1	Eye											anatomical_part
	SPECIMENSUBSOURCE_1	Fan											environmental_site
	SPECIMENSUBSOURCE_1	Fecal Slurry											environmental_material
	SPECIMENSUBSOURCE_1	Feces											body_product
	SPECIMENSUBSOURCE_1	Feed											food_product
	SPECIMENSUBSOURCE_1	Feeders and Drinkers											environmental_site
	SPECIMENSUBSOURCE_1	Fetal Tissue											anatomical_material
	SPECIMENSUBSOURCE_1	Final Wash											environmental_material
	SPECIMENSUBSOURCE_1	Floor											environmental_site
	SPECIMENSUBSOURCE_1	Fluff											environmental_material
	SPECIMENSUBSOURCE_1	Fluff (Hatchery)											environmental_material
	SPECIMENSUBSOURCE_1	Foot											anatomical_part
	SPECIMENSUBSOURCE_1	Gall Bladder											anatomical_part
	SPECIMENSUBSOURCE_1	Gallbladder											anatomical_part
	SPECIMENSUBSOURCE_1	Ganglion											anatomical_part
	SPECIMENSUBSOURCE_1	Gizzard											anatomical_part
	SPECIMENSUBSOURCE_1	Growth / lesion (unspecified tissue)											anatomical_material
	SPECIMENSUBSOURCE_1	Growth/Lesion (Unspecified Tissue)											anatomical_material
	SPECIMENSUBSOURCE_1	Heart											anatomical_part
	SPECIMENSUBSOURCE_1	Ileum											anatomical_part
	SPECIMENSUBSOURCE_1	In-House											?
	SPECIMENSUBSOURCE_1	Inter-Lab Exchange											?
	SPECIMENSUBSOURCE_1	Intestinal Contents											anatomical_material
	SPECIMENSUBSOURCE_1	Intestine											anatomical_part
	SPECIMENSUBSOURCE_1	Jejunum											anatomical_part
	SPECIMENSUBSOURCE_1	Joint											anatomical_part
	SPECIMENSUBSOURCE_1	Joint Fluid											anatomical_material
	SPECIMENSUBSOURCE_1	Kidney											anatomical_part
	SPECIMENSUBSOURCE_1	Levage/peritoneal											anatomical_material
	SPECIMENSUBSOURCE_1	Levage/Tracheal											anatomical_material
	SPECIMENSUBSOURCE_1	Litter											environmental_material
	SPECIMENSUBSOURCE_1	Litter/Manure											environmental_material
	SPECIMENSUBSOURCE_1	Live Haul Truck											environmental_site
	SPECIMENSUBSOURCE_1	Live Haul Truck/Trailer											environmental_site
	SPECIMENSUBSOURCE_1	Liver											food_product
	SPECIMENSUBSOURCE_1	Lung											anatomical_part
	SPECIMENSUBSOURCE_1	Lymph Node											anatomical_part
	SPECIMENSUBSOURCE_1	Manure Pit											environmental_site
	SPECIMENSUBSOURCE_1	Meconium											body_product
	SPECIMENSUBSOURCE_1	Mesenteric Lymph Node											anatomical_part
	SPECIMENSUBSOURCE_1	Milk/Colostrum											body_product
	SPECIMENSUBSOURCE_1	Mixed											host (common name)
	SPECIMENSUBSOURCE_1	Mixed Organs											anatomical_part
	SPECIMENSUBSOURCE_1	Mixed Tissues											anatomical_material
	SPECIMENSUBSOURCE_1	Mouth											anatomical_part
	SPECIMENSUBSOURCE_1	Mucous membrane (gut)											anatomical_part
	SPECIMENSUBSOURCE_1	Mucous membrane (resp)											anatomical_part
	SPECIMENSUBSOURCE_1	Mucus											anatomical_material
	SPECIMENSUBSOURCE_1	Muscle											anatomical_part
	SPECIMENSUBSOURCE_1	Muscle/Meat											food_product
	SPECIMENSUBSOURCE_1	Nasal Turbinate											anatomical_part
	SPECIMENSUBSOURCE_1	Nasal/Naries											anatomical_part
	SPECIMENSUBSOURCE_1	Organ Unspecified											anatomical_part
	SPECIMENSUBSOURCE_1	Ovary											anatomical_part
	SPECIMENSUBSOURCE_1	Oviduct											anatomical_part
	SPECIMENSUBSOURCE_1	Pericardium											anatomical_part
	SPECIMENSUBSOURCE_1	Peritoneal Fluid											anatomical_material
	SPECIMENSUBSOURCE_1	Peritoneum											anatomical_part
	SPECIMENSUBSOURCE_1	Placenta											anatomical_part
	SPECIMENSUBSOURCE_1	Pleura											anatomical_part
	SPECIMENSUBSOURCE_1	Plucking Belt											environmental_site
	SPECIMENSUBSOURCE_1	Plucking Water											environmental_material
	SPECIMENSUBSOURCE_1	Pooled Feces											body_product
	SPECIMENSUBSOURCE_1	Rectal Swab											anatomical_part
	SPECIMENSUBSOURCE_1	Rectum											anatomical_part
	SPECIMENSUBSOURCE_1	Research											?
	SPECIMENSUBSOURCE_1	Rinse											environmental_material
	SPECIMENSUBSOURCE_1	Rumen											anatomical_part
	SPECIMENSUBSOURCE_1	Shell											anatomical_material
	SPECIMENSUBSOURCE_1	Shell egg											food_product
	SPECIMENSUBSOURCE_1	Sinus											anatomical_part
	SPECIMENSUBSOURCE_1	Skin											anatomical_part
	SPECIMENSUBSOURCE_1	Small Intestine											anatomical_part
	SPECIMENSUBSOURCE_1	Soil											environmental_material
	SPECIMENSUBSOURCE_1	Spinal Cord											anatomical_part
	SPECIMENSUBSOURCE_1	Spleen											anatomical_part
	SPECIMENSUBSOURCE_1	Stall											environmental_site
	SPECIMENSUBSOURCE_1	Stomach											anatomical_part
	SPECIMENSUBSOURCE_1	Stomach Contents											body_product
	SPECIMENSUBSOURCE_1	Swab											collection_device
	SPECIMENSUBSOURCE_1	Swab (Nasal)											anatomical_part
	SPECIMENSUBSOURCE_1	Swab (Rectal)											anatomical_part
	SPECIMENSUBSOURCE_1	Swab (Tissue Fluid-Unspecified)											anatomical_material
	SPECIMENSUBSOURCE_1	Testicle											anatomical_part
	SPECIMENSUBSOURCE_1	Thorax											anatomical_part
	SPECIMENSUBSOURCE_1	Trachea											anatomical_part
	SPECIMENSUBSOURCE_1	Unknown organ											anatomical_part
	SPECIMENSUBSOURCE_1	Unspecified Organ/Tissue											anatomical_part
	SPECIMENSUBSOURCE_1	Urine											body_product
	SPECIMENSUBSOURCE_1	Uterus											anatomical_part
	SPECIMENSUBSOURCE_1	Vagina											anatomical_part
	SPECIMENSUBSOURCE_1	Walls											environmental_site
	SPECIMENSUBSOURCE_1	Water											environmental_material
	SPECIMENSUBSOURCE_1	Watering Bowl/Equipment											environmental_site
	SPECIMENSUBSOURCE_1	Weekly											?
	SPECIMENSUBSOURCE_1	Weep											environmental_material
	SPECIMENSUBSOURCE_1	Whole											food_product
	SPECIMENSUBSOURCE_1	Yolk											food_product
	SPECIMENSUBSOURCE_1	Yolk Sac											anatomical_part
	SUBJECT_SUBTYPE	<=32											
	SUBJECT_SUBTYPE	<n/a>											
	SUBJECT_SUBTYPE	>32											
	SUBJECT_SUBTYPE	Alfalfa Sprouts											food_product
	SUBJECT_SUBTYPE	Almond											food_product
	SUBJECT_SUBTYPE	Animal pen											environmental_site
	SUBJECT_SUBTYPE	Artificial wetland											environmental_site
	SUBJECT_SUBTYPE	Arugula											food_product
	SUBJECT_SUBTYPE	Basil											food_product
	SUBJECT_SUBTYPE	Bean Sprouts											food_product
	SUBJECT_SUBTYPE	Biosolid											environmental_material
	SUBJECT_SUBTYPE	Biosolid/Sludge											environmental_material
	SUBJECT_SUBTYPE	Bootie											environmental_material
	SUBJECT_SUBTYPE	Boots											environmental_material
	SUBJECT_SUBTYPE	Breast											food_product
	SUBJECT_SUBTYPE	Breast skinless											food_product
	SUBJECT_SUBTYPE	Breast skinless boneless											food_product
	SUBJECT_SUBTYPE	Breast with skin											food_product
	SUBJECT_SUBTYPE	Broom											environmental_material
	SUBJECT_SUBTYPE	Bulk Tank											environmental_site
	SUBJECT_SUBTYPE	Cantaloupe											food_product
	SUBJECT_SUBTYPE	Carcass (whole)											anatomical_part
	SUBJECT_SUBTYPE	Cheese											food_product
	SUBJECT_SUBTYPE	Chia Powder											food_product
	SUBJECT_SUBTYPE	Chia Seeds											food_product
	SUBJECT_SUBTYPE	Chia Sprouts											food_product
	SUBJECT_SUBTYPE	Chick Boxes											environmental_site
	SUBJECT_SUBTYPE	Chick Pads											environmental_material
	SUBJECT_SUBTYPE	Chickpea											food_product
	SUBJECT_SUBTYPE	Chili											food_product
	SUBJECT_SUBTYPE	Chilli Pepper											food_product
	SUBJECT_SUBTYPE	Chives											food_product
	SUBJECT_SUBTYPE	Chops											food_product
	SUBJECT_SUBTYPE	Coconut											food_product
	SUBJECT_SUBTYPE	Compost											environmental_material
	SUBJECT_SUBTYPE	Cooler Line											environmental_site
	SUBJECT_SUBTYPE	Coriander Seeds											food_product
	SUBJECT_SUBTYPE	Coriander-Cumin Powder											food_product
	SUBJECT_SUBTYPE	Cottage											environmental_site
	SUBJECT_SUBTYPE	Cucumber											food_product
	SUBJECT_SUBTYPE	Curry Leaves											food_product
	SUBJECT_SUBTYPE	Curry powder											food_product
	SUBJECT_SUBTYPE	Cut											food_product
	SUBJECT_SUBTYPE	Dead Haul Truck / Trailer											environmental_site
	SUBJECT_SUBTYPE	Dill											food_product
	SUBJECT_SUBTYPE	Drumstick											food_product
	SUBJECT_SUBTYPE	Dumpster											environmental_site
	SUBJECT_SUBTYPE	Effluent											environmental_material
	SUBJECT_SUBTYPE	Egg											food_product
	SUBJECT_SUBTYPE	Egg Belt											environmental_site
	SUBJECT_SUBTYPE	Fan											environmental_site
	SUBJECT_SUBTYPE	Feed Pans											environmental_site
	SUBJECT_SUBTYPE	Fennel											food_product
	SUBJECT_SUBTYPE	Filet											food_product
	SUBJECT_SUBTYPE	Flax and Chia Powder											food_product
	SUBJECT_SUBTYPE	Flax Powder											food_product
	SUBJECT_SUBTYPE	Floor											environmental_site
	SUBJECT_SUBTYPE	For Avian											host (common name)
	SUBJECT_SUBTYPE	For Beef Cattle											host (common name)
	SUBJECT_SUBTYPE	For Cats											host (common name)
	SUBJECT_SUBTYPE	For Cattle (Beef)											host (common name)
	SUBJECT_SUBTYPE	For Cattle (Dairy)											host (common name)
	SUBJECT_SUBTYPE	For Chicken											host (common name)
	SUBJECT_SUBTYPE	For Dairy Cows											host (common name)
	SUBJECT_SUBTYPE	For Dogs											host (common name)
	SUBJECT_SUBTYPE	For Fish											host (common name)
	SUBJECT_SUBTYPE	For Goats											host (common name)
	SUBJECT_SUBTYPE	For Horse											host (common name)
	SUBJECT_SUBTYPE	For Mink											host (common name)
	SUBJECT_SUBTYPE	For Others											?
	SUBJECT_SUBTYPE	For Poultry											host (common name)
	SUBJECT_SUBTYPE	For Swine											host (common name)
	SUBJECT_SUBTYPE	For Turkeys											host (common name)
	SUBJECT_SUBTYPE	For Unknown											?
	SUBJECT_SUBTYPE	For Unspecified											host (common name)
	SUBJECT_SUBTYPE	Garlic Powder											food_product
	SUBJECT_SUBTYPE	Ginger											food_product
	SUBJECT_SUBTYPE	Green Onion											food_product
	SUBJECT_SUBTYPE	Ground											food_product
	SUBJECT_SUBTYPE	Ground (extra lean)											food_product
	SUBJECT_SUBTYPE	Ground (lean)											food_product
	SUBJECT_SUBTYPE	Ground (medium)											food_product
	SUBJECT_SUBTYPE	Ground (regular)											food_product
	SUBJECT_SUBTYPE	Ground Water											environmental_material
	SUBJECT_SUBTYPE	Ham											food_product
	SUBJECT_SUBTYPE	Hazelnut / Filbert											food_product
	SUBJECT_SUBTYPE	Headcheese											food_product
	SUBJECT_SUBTYPE	Herb/Spice (Unspecified)											food_product
	SUBJECT_SUBTYPE	Irrigation											environmental_site
	SUBJECT_SUBTYPE	Kale											food_product
	SUBJECT_SUBTYPE	Kalonji Whole Seed											food_product
	SUBJECT_SUBTYPE	Lab Surface											environmental_site
	SUBJECT_SUBTYPE	Lake											environmental_site
	SUBJECT_SUBTYPE	Leg											food_product
	SUBJECT_SUBTYPE	Lettuce											food_product
	SUBJECT_SUBTYPE	Liquid whole											food_product
	SUBJECT_SUBTYPE	Liver											food_product
	SUBJECT_SUBTYPE	Loin center chop non-seasoned											food_product
	SUBJECT_SUBTYPE	Mango											food_product
	SUBJECT_SUBTYPE	Meat											food_product
	SUBJECT_SUBTYPE	Milk											food_product
	SUBJECT_SUBTYPE	Mint											food_product
	SUBJECT_SUBTYPE	Mixed											host (common name)
	SUBJECT_SUBTYPE	Mixed Salad/Mixed Greens											food_product
	SUBJECT_SUBTYPE	Mixed Sprouts											food_product
	SUBJECT_SUBTYPE	Mung Bean Sprouts											food_product
	SUBJECT_SUBTYPE	Oregano											food_product
	SUBJECT_SUBTYPE	Other											host (common name)
	SUBJECT_SUBTYPE	Other chicken											food_product
	SUBJECT_SUBTYPE	Other cut (not ground)											food_product
	SUBJECT_SUBTYPE	Other variety meats											food_product
	SUBJECT_SUBTYPE	Papaya											food_product
	SUBJECT_SUBTYPE	Paprika											food_product
	SUBJECT_SUBTYPE	Parsley											food_product
	SUBJECT_SUBTYPE	Pea Sprouts											food_product
	SUBJECT_SUBTYPE	Pepper											food_product
	SUBJECT_SUBTYPE	Pepper Powder											food_product
	SUBJECT_SUBTYPE	Pepperoni											food_product
	SUBJECT_SUBTYPE	Rasam Powder Spice											food_product
	SUBJECT_SUBTYPE	River											environmental_site
	SUBJECT_SUBTYPE	River Surface											environmental_site
	SUBJECT_SUBTYPE	Roast											food_product
	SUBJECT_SUBTYPE	Rolled											? 
	SUBJECT_SUBTYPE	Run Off											environmental_material
	SUBJECT_SUBTYPE	Sausage											food_product
	SUBJECT_SUBTYPE	Scallopini											food_product
	SUBJECT_SUBTYPE	Sediment											environmental_material
	SUBJECT_SUBTYPE	Sesame Seed											food_product
	SUBJECT_SUBTYPE	Shelf / Sill											environmental_site
	SUBJECT_SUBTYPE	Shellfish											food_product
	SUBJECT_SUBTYPE	Shoulder											food_product
	SUBJECT_SUBTYPE	Shoulder Chop											food_product
	SUBJECT_SUBTYPE	Shoulder chop non-seasoned											food_product
	SUBJECT_SUBTYPE	Soft											food_product
	SUBJECT_SUBTYPE	Soybean											food_product
	SUBJECT_SUBTYPE	Spinach											food_product
	SUBJECT_SUBTYPE	Sprouted Seeds											food_product
	SUBJECT_SUBTYPE	Sprouts											food_product
	SUBJECT_SUBTYPE	Stall											environmental_site
	SUBJECT_SUBTYPE	Steak											food_product
	SUBJECT_SUBTYPE	Stew Chunks											food_product
	SUBJECT_SUBTYPE	Surface - Other											environmental_site
	SUBJECT_SUBTYPE	Surface - River											environmental_site
	SUBJECT_SUBTYPE	Surface unspecified											environmental_site
	SUBJECT_SUBTYPE	Surface Water											environmental_site
	SUBJECT_SUBTYPE	Tenderloin											food_product
	SUBJECT_SUBTYPE	Thigh											food_product
	SUBJECT_SUBTYPE	Thigh with skin											food_product
	SUBJECT_SUBTYPE	Transformer											environmental_site
	SUBJECT_SUBTYPE	Truck / Trailer											environmental_site
	SUBJECT_SUBTYPE	Truck/Trailer											environmental_site
	SUBJECT_SUBTYPE	Turmeric											food_product
	SUBJECT_SUBTYPE	Unknown											?
	SUBJECT_SUBTYPE	Unknown Surface											environmental_site
	SUBJECT_SUBTYPE	Unspecified											?
	SUBJECT_SUBTYPE	Upper Thigh											food_product
	SUBJECT_SUBTYPE	Upper Thigh with Skin											food_product
	SUBJECT_SUBTYPE	Wall											environmental_site
	SUBJECT_SUBTYPE	Walnut											food_product
	SUBJECT_SUBTYPE	Waste Water											environmental_material
	SUBJECT_SUBTYPE	Watering bowl/equipment											environmental_site
	SUBJECT_SUBTYPE	Whole											food_product
	SUBJECT_SUBTYPE	Wings											food_product
	SUBJECT_SUBTYPE	Working Surface											environmental_site
	SUBJECT_SUBTYPE	Yeast											food_product
