class_name	slot_group	slot_uri	title	name	range	range_2	identifier	multivalued	required	recommended	minimum_value	maximum_value	pattern	structured_pattern	description	comments	examples	EXPORT_GISAID	EXPORT_NCBI_BIOSAMPLE_SARS-COV-2_WWS	EXPORT_NCBI_SRAGenomeTrakr	EXPORT_NCBI_SRA	EXPORT_VirusSeq_Portal
WastewaterPathogenAgnostic	Strain and isolation information	GENEPIO:0100463	isolated by contact name	isolated_by_contact_name	WhitespaceMinimizedString										The name or title of the contact responsible for follow-up regarding the isolate.	Provide the name of an individual or their job title. As personnel turnover may render the contact's name obsolete, it is prefereable to provide a job title for ensuring accuracy of information and institutional memory. If the information is unknown or cannot be provided, leave blank or provide a null value.	Enterics Lab Manager					
WastewaterPathogenAgnostic	Strain and isolation information	GENEPIO:0100464	isolated by contact email	isolated_by_contact_email	WhitespaceMinimizedString										The email address of the contact responsible for follow-up regarding the isolate.	Provide the email associated with the listed contact. As personnel turnover may render an individual's email obsolete, it is more prefereable to provide an address for a position or lab, to ensure accuracy of information and institutional memory. If the information is unknown or cannot be provided, leave blank or provide a null value.	enterics@lab.ca					
WastewaterPathogenAgnostic	Strain and isolation information	GENEPIO:0100465	isolation date	isolation_date	date							{today}			The date on which the isolate was isolated from a sample.	Provide the date according to the ISO 8601 standard "YYYY-MM-DD", "YYYY-MM" or "YYYY".	2020-10-30					
WastewaterPathogenAgnostic	Strain and isolation information	GENEPIO:0100466	isolate received date	isolate_received_date	WhitespaceMinimizedString							{today}			The date on which the isolate was received by the laboratory.	Provide the date according to the ISO 8601 standard "YYYY-MM-DD", "YYYY-MM" or "YYYY".	2020-11-15					
WastewaterPathogenAgnostic	Strain and isolation information	GENEPIO:0100467	serovar	serovar	WhitespaceMinimizedString					TRUE					The serovar of the organism.	Only include this information if it has been determined by traditional serological methods or a validated in silico prediction tool e.g. SISTR.	Heidelberg					
WastewaterPathogenAgnostic	Strain and isolation information	GENEPIO:0100468	serotyping method	serotyping_method	WhitespaceMinimizedString					TRUE					The method used to determine the serovar.	If the serovar was determined via traditional serotyping methods, put “Traditional serotyping”. If the serovar was determined via in silico methods, provide the name and version number of the software.	SISTR 1.0.1					
WastewaterPathogenAgnostic	Strain and isolation information	GENEPIO:0100469	phagetype	phagetype	WhitespaceMinimizedString										The phagetype of the organism.	Provide if known. If unknown, put “missing”.	47					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic			Environmental conditions and measurements																			
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100773	water catchment area human population measurement value	water_catchment_area_human_population_measurement_value	integer	NullValueMenu				TRUE					The numerical value of the human population measurement that contributes to the composition of water in a catchment area.	Where known, provide the numerical value of population size, i.e. the number of people.	10,500		ww_population			
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100774	water catchment area human population range	water_catchment_area_human_population_range	WaterCatchmentAreaHumanPopulationRangeMenu	NullValueMenu									The human population range of the water catchment that contributes effluent to a wastewater site.	Where catchment population is not well known, provide an estimation of population size by selecting a value from the picklist.	1,000 - 10,000 people					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100775	water catchment area human population measurement method	water_catchment_area_human_population_measurement_method	WhitespaceMinimizedString										The method by which a water catchment 's human population size was measured or estimated	Provide a brief description of how catchment population size was measured or estimated.	population of jurisdiction encompassing the wastewater service area		ww_population_source			
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100776	water catchment area human population density value	water_catchment_area_human_population_density_value	WhitespaceMinimizedString										The numerical value describing the number of humans per geographical area in a water catchment. 	Provide the numerical value of the population density in the catchement area. 	4					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100777	water catchment area human population density unit	water_catchment_area_human_population_density_unit	WaterCatchmentAreaHumanPopulationDensityUnitMenu	NullValueMenu									The unit describing the number of humans per geographical area in a water catchment. 	Provide the unit of the population density in the catchement area. 	persons per Km^2					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100778	populated area type	populated_area_type	PopulatedAreaTypeMenu	NullValueMenu									A type of area that is populated by humans to different degrees.	Provide the populated area type from the pick list.	Urban area					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100779	sampling weather conditions	sampling_weather_conditions	SamplingWeatherConditionsMenu	NullValueMenu		TRUE							The state of the atmosphere at a place and time as regards heat, dryness, sunshine, wind, rain, etc.	Provide the weather conditions at the time of sample collection.	Rain 					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100780	presampling weather conditions	presampling_weather_conditions	PresamplingWeatherConditionsMenu	NullValueMenu		TRUE							Weather conditions prior to collection that may affect the sample.	Provide the weather conditions prior to sample collection.	Drizzle					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100911	precipitation measurement value	precipitation_measurement_value	WhitespaceMinimizedString	NullValueMenu				TRUE					The amount of water which has fallen during a precipitation process.	Provide the quantity of precipitation in the area leading up to the time of sample collection.	12					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100912	precipitation measurement unit	precipitation_measurement_unit	PrecipitationMeasurementUnitMenu	NullValueMenu				TRUE					The units of measurement for the amount of water which has fallen during a precipitation process.	Provide the units of precipitation by selecting a value from the pick list.	inch					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100913	precipitation measurement method	precipitation_measurement_method	WhitespaceMinimizedString										The process used to measure the amount of water which has fallen during a precipitation process.	Provide the name of the procedure or method used to measure precipitation.	Rain gauge over a 12 hour period prior to sample collection					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100935	ambient temperature measurement value	ambient_temperature_measurement_value	WhitespaceMinimizedString										The numerical value of a measurement of the ambient temperature.	Provide the numerical value of the measured temperature.	70					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100936	ambient temperature measurement unit	ambient_temperature_measurement_unit	AmbientTemperatureMeasurementUnitMenu	NullValueMenu									The units of a measurement of the ambient temperature.	Provide the units of the measured temperature.	degree Celsius (C)					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0001736	pH measurement value	ph_measurement_value	WhitespaceMinimizedString										The measured pH value indicating the acidity or basicity(alkalinity) of an aqueous solution.	Provide the numerical value of the measured pH.	7.4		ww_ph			
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100781	pH measurement method	ph_measurement_method	WhitespaceMinimizedString										The process used to measure pH value.	Provide the name of the procedure or technology used to measure pH.	pH test strip (litmus test)					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100905	total daily flow rate measurement value	total_daily_flow_rate_measurement_value	WhitespaceMinimizedString										The numerical value of a measured fluid flow rate over the course of a day.	Provide the numerical value of the measured flow rate.	10		ww_flow			
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100906	total daily flow rate measurement unit	total_daily_flow_rate_measurement_unit	TotalDailyFlowRateMeasurementUnitMenu	NullValueMenu									The units of a measured fluid flow rate over the course of a day.	Provide the units of the measured flow rate by selecting a value from the pick list.	million gallons per day (MGD)		ww_flow			
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100907	total daily flow rate measurement method	total_daily_flow_rate_measurement_method	WhitespaceMinimizedString										The process used to measure total daily fluid flow rate.	Provide the name of the procedure or technology used to measure flow rate.	Flow meter					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100908	instantaneous flow rate measurement value	instantaneous_flow_rate_measurement_value	WhitespaceMinimizedString										The numerical value of a measured instantaneous fluid flow rate.	Provide the numerical value of the measured flow rate.	25					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100909	instantaneous flow rate measurement unit	instantaneous_flow_rate_measurement_unit	InstantaneousFlowRateMeasurementUnitMenu	NullValueMenu									The units of a measured instantaneous fluid flow rate.	Provide the units of the measured flow rate by selecting a value from the pick list.	cubic meter per hour (m^3/h)					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100910	instantaneous flow rate measurement method	instantaneous_flow_rate_measurement_method	WhitespaceMinimizedString										The process used to measure instantaneous fluid flow rate.	Provide the name of the procedure or technology used to measure flow rate.	Flow meter					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100783	turbidity measurement value	turbidity_measurement_value	WhitespaceMinimizedString					TRUE					The numerical value of a measurement of turbidity.	Provide the numerical value of the measured turbidity.	0.02					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100914	turbidity measurement unit	turbidity_measurement_unit	TurbidityMeasurementUnitMenu	NullValueMenu				TRUE					The units of a measurement of turbidity.	Provide the units of the measured turbidity by selecting a value from the pick list.	nephelometric turbidity unit (NTU)					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0101013	turbidity measurement method	turbidity_measurement_method	WhitespaceMinimizedString										The process used to measure turbidity.	Provide the name of the procedure or technology used to measure turbidity.	Nephelometric method					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0000035	dissolved oxygen measurement value	dissolved_oxygen_measurement_value	WhitespaceMinimizedString										The numerical value of a measurement of dissolved oxygen.	Provide the numerical value of the measured dissolved oxygen.	5					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100784	dissolved oxygen measurement unit	dissolved_oxygen_measurement_unit	DissolvedOxygenMeasurementUnitMenu	NullValueMenu									The units of a measurement of dissolved oxygen.	Provide the units of the measured dissolved oxygen by selecting a value from the pick list.	part per million (ppm)					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100785	dissolved oxygen measurement method	dissolved_oxygen_measurement_method	WhitespaceMinimizedString										The method used to measure dissolved oxygen.	Provide the name of the procedure or technology used to measure dissolved oxygen.	Dissolved oxygen meter in vertical direction					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	FIX:0000278	oxygen reduction potential (ORP) measurement value	oxygen_reduction_potential_orp_measurement_value	WhitespaceMinimizedString										The numerical value of a measurement of oxygen reduction potential (ORP).	Provide the numerical value of the measured oxygen reduction potential.	-50					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100786	oxygen reduction potential (ORP) measurement unit	oxygen_reduction_potential_orp_measurement_unit	OxygenReductionPotentialOrpMeasurementUnitMenu	NullValueMenu									The units of a measurement of oxygen reduction potential (ORP).	Provide the units of the measured oxygen reduction potential by selecting a value from the pick list.	milliVolt (mV)					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100787	oxygen reduction potential (ORP) measurement method	oxygen_reduction_potential_orp_measurement_method	WhitespaceMinimizedString										The method used to measure oxygen reduction potential (ORP).	Provide the name of the procedure or technology used to measure oxygen reduction potential.	ORP sensor					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100788	chemical oxygen demand (COD) measurement value	chemical_oxygen_demand_cod_measurement_value	WhitespaceMinimizedString										The measured value from a chemical oxygen demand (COD) test.	Provide the numerical value of the COD test result.	26					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100789	chemical oxygen demand (COD) measurement unit	chemical_oxygen_demand_cod_measurement_unit	ChemicalOxygenDemandCodMeasurementUnitMenu	NullValueMenu									The units associated with a value from a chemical oxygen demand (COD) test.	Provide the units of the COD test result.	milligram per liter (mg/L)					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100790	chemical oxygen demand (COD) measurement method	chemical_oxygen_demand_cod_measurement_method	WhitespaceMinimizedString										The method used to measure chemical oxygen demand (COD).	Provide the name of the procedure or technology used to measure COD.	Hach LCK test kit					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100791	carbonaceous biochemical oxygen demand (CBOD) measurement value	carbonaceous_biochemical_oxygen_demand_cbod_measurement_value	WhitespaceMinimizedString										The numerical value of a measurement of carbonaceous biochemical oxygen demand (CBOD).	Provide the numerical value of the measured CBOD.	20					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100792	carbonaceous biochemical oxygen demand (CBOD) measurement unit	carbonaceous_biochemical_oxygen_demand_cbod_measurement_unit	CarbonaceousBiochemicalOxygenDemandCbodMeasurementUnitMenu	NullValueMenu									The units of a measurement of carbonaceous biochemical oxygen demand (CBOD).	Provide the units of the measured CBOD by selecting a value from the pick list.	milligram per liter (mg/L)					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100793	carbonaceous biochemical oxygen demand (CBOD) measurement method	carbonaceous_biochemical_oxygen_demand_cbod_measurement_method	WhitespaceMinimizedString										The method used to measure carbonaceous biochemical oxygen demand (CBOD).	Provide the name of the procedure or technology used to measure CBOD.	CBOD measurement by optical probe					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100794	total suspended solids (TSS) measurement value	total_suspended_solids_tss_measurement_value	WhitespaceMinimizedString										The numerical value from a total suspended solids (TSS) test.	Provide the numerical value of the measured TSS.	8		ww_total_suspended_solids			
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100795	total suspended solids (TSS) measurement unit	total_suspended_solids_tss_measurement_unit	TotalSuspendedSolidsTssMeasurementUnitMenu	NullValueMenu									The units associated with a value from a total suspended solids (TSS) test.	Provide the units of the measured TSS.	percent (%)		ww_total_suspended_solids			
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100796	total suspended solids (TSS) measurement method	total_suspended_solids_tss_measurement_method	WhitespaceMinimizedString										The method used to measure total suspended solids (TSS).	Provide the name of the procedure or technology used to measure TSS.	Vacuum filter through a 2-micron filter, then oven-dried and weighed sample					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100797	total dissolved solids (TDS) measurement value	total_dissolved_solids_tds_measurement_value	WhitespaceMinimizedString										The numerical value from a total dissolved solids (TDS) test.	Provide the numerical value of the measured TDS.	2					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100798	total dissolved solids (TDS) measurement unit	total_dissolved_solids_tds_measurement_unit	TotalDissolvedSolidsTdsMeasurementUnitMenu	NullValueMenu									The units associated with a value from a total dissolved solids (TDS) test.	Provide the units of the measured TDS.	percent (%)					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100799	total dissolved solids (TDS) measurement method	total_dissolved_solids_tds_measurement_method	WhitespaceMinimizedString										The method used to measure total dissolved solids (TDS).	Provide the name of the procedure or technology used to measure TDS.	Subtract calculated TSS from calculated TS					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100800	total solids (TS) measurement value	total_solids_ts_measurement_value	WhitespaceMinimizedString										The numerical value from a total solids (TS) test.	Provide the numerical value of the measured TS.	10					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100801	total solids (TS) measurement unit	total_solids_ts_measurement_unit	TotalSolidsTsMeasurementUnitMenu	NullValueMenu									The units associated with a value from a total solids (TS) test.	Provide the units of the measured TS.	percent (%)					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100802	total solids (TS) measurement method	total_solids_ts_measurement_method	WhitespaceMinimizedString										The method used to measure total solids (TS).	Provide the name of the procedure or technology used to measure TS.	Gravimetric method by oven drying, then weighing					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100878	alkalinity measurement value	alkalinity_measurement_value	WhitespaceMinimizedString										The numerical value of a measurement of alkalinity.	Provide the numerical value of the measured alkalinity.	3					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100879	alkalinity measurement unit	alkalinity_measurement_unit	AlkalinityMeasurementUnitMenu	NullValueMenu									The units of a measurement of alkalinity.	Provide the units of the measured alkalinity.	milligram per liter of calcium carbonate (mg/L CaCO3)					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100880	alkalinity measurement method	alkalinity_measurement_method	WhitespaceMinimizedString										The process used to measure alkalinity.	Provide the name of the procedure or technology used to measure alkalinity.	Titration method					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100916	conductivity measurement value	conductivity_measurement_value	WhitespaceMinimizedString										The numerical value of a measurement of conductivity.	Provide the numerical value of the measured conductivity.	1412					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100803	conductivity measurement unit	conductivity_measurement_unit	ConductivityMeasurementUnitMenu	NullValueMenu									The units of a measurement of conductivity.	Provide the units of the measured conductivity.	microSiemen per centimeter (μS/cm)					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100804	conductivity measurement method	conductivity_measurement_method	WhitespaceMinimizedString										The method used to measure conductivity.	Provide the name of the procedure or technology used to measure conductivity.	Conductivity electrode and meter					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100805	salinity measurement value	salinity_measurement_value	WhitespaceMinimizedString										The numerical value of a measurement of salinity.	Provide the numerical value of the measured salinity.	35		ww_sample_salinity			
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100806	salinity measurement unit	salinity_measurement_unit	SalinityMeasurementUnitMenu	NullValueMenu									The units of a measurement of salinity.	Provide the units of the measured salinity.	practical salinity unit (PSU)		ww_sample_salinity			
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100807	salinity measurement method	salinity_measurement_method	WhitespaceMinimizedString										The method used to measure salinity.	Provide the name of the procedure or technology used to measure salinity.	conductivity meter					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100808	total nitrogen (TN) measurement value	total_nitrogen_tn_measurement_value	WhitespaceMinimizedString										The numerical value of a measurement of total nitrogen (TN).	Provide the numerical value of the measured TN.	120					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100809	total nitrogen (TN) measurement unit	total_nitrogen_tn_measurement_unit	TotalNitrogenTnMeasurementUnitMenu	NullValueMenu									The units of a measurement of total nitrogen (TN).	Provide the units of the measured TN.	milligram per liter (mg/L)					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100810	total nitrogen (TN) measurement method	total_nitrogen_tn_measurement_method	WhitespaceMinimizedString										The method used to measure total nitrogen (TN).	Provide the name of the procedure or technology used to measure TN.	Hach total nitrogen spectrophotometric test					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100811	total phosphorus (TP) measurement value	total_phosphorus_tp_measurement_value	WhitespaceMinimizedString										The numerical value of a measurement of total phosphorus (TP).	Provide the numerical value of the measured TP.	2					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100812	total phosphorus (TP) measurement unit	total_phosphorus_tp_measurement_unit	TotalPhosphorpusTpMeasurementUnitMenu	NullValueMenu									The units of a measurement of total phosphorus (TP).	Provide the units of the measured TP.	milligrams orthophosphate as phosphorus per liter (mg PO4-P/L)					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100813	total phosphorus (TP) measurement method	total_phosphorus_tp_measurement_method	WhitespaceMinimizedString										The method used to measure total phosphorus (TP).	Provide the name of the procedure or technology used to measure TP.	Merck phosphate spectrophotometric test kit					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100814	fecal contamination indicator	fecal_contamination_indicator	FecalContaminationIndicatorMenu	NullValueMenu				TRUE					A gene, virus, bacteria, or substance used to measure the sanitary quality of water in regards to fecal contamination.	If a fecal contamination indicator was measured, select it from the picklist.	crAssphage					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100815	fecal contamination value	fecal_contamination_value	WhitespaceMinimizedString					TRUE					The numerical value of a measurement of fecal contamination.	Provide the numerical value of the measured fecal contamination.	10					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100816	fecal contamination unit	fecal_contamination_unit	FecalContaminationUnitMenu	NullValueMenu				TRUE					The units of a measurement of fecal contamination.	Provide the units of the measured fecal contamination.	cycle threshold (Ct) / quantification cycle (Cq)					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100817	fecal contamination method	fecal_contamination_method	WhitespaceMinimizedString										The method used to measure fecal contamination.	Provide the name of the procedure or technology used to measure fecal contamination.	quantitative PCR assay					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100818	fecal coliform count value	fecal_coliform_count_value	WhitespaceMinimizedString										The numerical value of a measurement of fecal coliforms within a sample.	Provide the numerical value of the measured fecal coliforms.	3					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100819	fecal coliform count unit	fecal_coliform_count_unit	FecalColiformCountUnitMenu	NullValueMenu									The units of a measurement of fecal coliforms.	Provide the units of the measured fecal coliforms.	most probable number per milliliter (MPN/mL)					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100820	fecal coliform count method	fecal_coliform_count_method	WhitespaceMinimizedString										The method used to measure fecal coliforms.	Provide the name of the procedure or technology used to measure fecal coliforms.	MPN method via serial dilutions until lack of growth					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100837	urinary contamination indicator	urinary_contamination_indicator	UrinaryContaminationIndicatorMenu	NullValueMenu									A gene, virus, bacteria, or substance used to measure the sanitary quality of water in regards to urinary contamination.	If a urinary contamination indicator was measured, select it from the picklist.	urobilin					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100838	urinary contamination value	urinary_contamination_value	WhitespaceMinimizedString										The numerical value of a measurement of urinary contamination.	Provide the numerical value of the measured urinary contamination.	3					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100839	urinary contamination unit	urinary_contamination_unit	UrinaryContaminationUnitMenu	NullValueMenu									The units of a measurement of urinary contamination.	Provide the units of the measured urinary contamination.	nanograms per liter					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100840	urinary contamination method	urinary_contamination_method	WhitespaceMinimizedString										The method used to measure urinary contamination.	Provide the name of the procedure or technology used to measure urinary contamination.	Urobilin Concentration Test					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100821	sample temperature value (at collection)	sample_temperature_value_at_collection	WhitespaceMinimizedString										The numerical value of a measurement of temperature of a sample at collection.	Provide the numerical value of the measured temperature.	20		ww_temperature			
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100822	sample temperature unit (at collection)	sample_temperature_unit_at_collection	SampleTemperatureUnitAtCollectionMenu	NullValueMenu									The units of a measurement of temperature of a sample at the time of collection.	Provide the units of the measured temperature.	degree Celsius (C)		ww_temperature			
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100823	sample temperature value (when received)	sample_temperature_value_when_received	WhitespaceMinimizedString										The numerical value of a measurement of temperature of a sample upon receipt.	Provide the numerical value of the measured temperature.	22					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Environmental conditions and measurements	GENEPIO:0100824	sample temperature unit (when received)	sample_temperature_unit_when_received	SampleTemperatureUnitWhenReceivedMenu	NullValueMenu									The units of a measurement of temperature of a sample at the time upon receipt.	Provide the units of the measured temperature.	degree Celsius (C)					
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic		GENEPIO:0001441	Sequence Information																			
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Sequence information	GENEPIO:0001445	purpose of sequencing	purpose_of_sequencing	PurposeOfSequencingMenu	NullValueMenu		TRUE	TRUE						The reason that the sample was sequenced.	The reason why a sample was originally collected may differ from the reason why it was selected for sequencing. The reason a sample was sequenced may provide information about potential biases in sequencing strategy. Provide the purpose of sequencing from the picklist in the template. The reason for sample collection should be indicated in the "purpose of sampling" field.	Travel-associated surveillance		purpose_of_ww_sequencing			
WastewaterSARS-CoV-2;WastewaterAMR;WastewaterPathogenAgnostic	Sequence information	GENEPIO:0001446	purpose of sequencing details	purpose_of_sequencing_details	WhitespaceMinimizedString										The description of why the sample was sequenced providing specific details.	Provide an expanded description of why the sample was sequenced using free text. The description may include the importance of the sequences for a particular public health investigation/surveillance activity/research question. Suggested standardized descriptions include: Assessing public health control measures, Determining early introductions and spread, Investigating airline-related exposures, Investigating remote regions, Investigating health care workers, Investigating schools/universities.	Investigating schools/universities					
