label	parent class	datatype	requirement	description	examples	guidance	Ontology ID	source	data status	min value	max value	capitalize
space_typ_state	core field	xs:token		Customary or normal state of the space	typically occupied	Expected value: enumeration. Occurrence: 1. Position: 23.0. This field is used uniquely in: built environment	MIXS:0000770					
specific	core field	select		The building specifications. If design is chosen, indicate phase: conceptual, schematic, design development, construction documents	construction	Expected value: enumeration. Occurrence: 1. Position: 132.0. This field is used uniquely in: built environment	MIXS:0000836					
specific_humidity	core field	xs:token		The mass of water vapour in a unit mass of moist air, usually expressed as grams of vapour per kilogram of air, or, in air conditioning, as grains per pound.	15 per kilogram of air	Expected value: measurement value. Preferred unit: gram of air, kilogram of air. Occurrence: 1. Position: 131.0. This field is used uniquely in: built environment	MIXS:0000214					
substructure_type	core field	select		The substructure or under building is that largely hidden section of the building which is built off the foundations to the ground floor level	basement	Expected value: enumeration. Occurrence: m. Position: 19.0. This field is used uniquely in: built environment	MIXS:0000767					
surf_air_cont	core field	select		Contaminant identified on surface	radon	Expected value: enumeration. Occurrence: m. Position: 2.0. This field is used uniquely in: built environment	MIXS:0000759					
surf_humidity	core field	xs:token		Surfaces: water activity as a function of air and material moisture	10%	Expected value: measurement value. Preferred unit: percentage. Occurrence: 1. Position: 5.0. This field is used uniquely in: built environment	MIXS:0000123					
surf_material	core field	select		Surface materials at the point of sampling	wood	Expected value: enumeration. Occurrence: 1. Position: 1.0. This field is used uniquely in: built environment	MIXS:0000758					
surf_moisture	core field	xs:token		Water held on a surface	0.01 gram per square meter	Expected value: measurement value. Preferred unit: parts per million, gram per cubic meter, gram per square meter. Occurrence: 1. Position: 10.0. This field is used uniquely in: built environment	MIXS:0000128					
surf_moisture_ph	core field	xs:decimal		ph measurement of surface	7	Expected value: measurement value. Occurrence: 1. Position: 8.0. This field is used uniquely in: built environment	MIXS:0000760					
surf_temp	core field	xs:token		Temperature of the surface at the time of sampling	15 degree Celsius	Expected value: measurement value. Preferred unit: degree Celsius. Occurrence: 1. Position: 7.0. This field is used uniquely in: built environment	MIXS:0000125					
temp	environment field	xs:token		Temperature of the sample at the time of sampling.	25 degree Celsius	Expected value: measurement value. Preferred unit: degree Celsius. Position: 40.0. This field is used in: 15 packages: air, host-associated, human-associated, human-gut, human-oral, human-skin, human-vaginal, hydrocarbon resources-cores, hydrocarbon resources-fluids_swabs, microbial mat_biofilm, miscellaneous natural or artificial environment, plant-associated, sediment, wastewater_sludge, water	MIXS:0000113					
temp_out	core field	xs:token		The recorded temperature value at sampling time outside	5 degree Celsius	Expected value: measurement value. Preferred unit: degree Celsius. Occurrence: 1. Position: 133.0. This field is used uniquely in: built environment	MIXS:0000197					
train_line	core field	select		The subway line name	red	Expected value: enumeration. Occurrence: 1. Position: 134.0. This field is used uniquely in: built environment	MIXS:0000837					
train_stat_loc	core field	select		The train station collection location	forest hills	Expected value: enumeration. Occurrence: 1. Position: 135.0. This field is used uniquely in: built environment	MIXS:0000838					
train_stop_loc	core field	select		The train stop collection location	end	Expected value: enumeration. Occurrence: 1. Position: 136.0. This field is used uniquely in: built environment	MIXS:0000839					
typ_occup_density	core field	xs:decimal		Customary or normal density of occupants	25	Expected value: measurement value. Occurrence: 1. Position: 24.0. This field is used uniquely in: built environment	MIXS:0000771					
ventilation_type	core field	xs:token		Ventilation system used in the sampled premises	Operable windows	Expected value: ventilation type name. Occurrence: 1. Position: 1.0. This field is used in: 2 packages: air, built environment	MIXS:0000756					
vis_media	core field	select		The building visual media	3D scans	Expected value: enumeration. Occurrence: 1. Position: 137.0. This field is used uniquely in: built environment	MIXS:0000840					
wall_area	core field	xs:token		The total area of the sampled room's walls		Expected value: measurement value. Preferred unit: square meter. Occurrence: 1. Position: 138.0. This field is used uniquely in: built environment	MIXS:0000198					
wall_const_type	core field	select		The building class of the wall defined by the composition of the building elements and fire-resistance rating.	fire resistive	Expected value: enumeration. Occurrence: 1. Position: 139.0. This field is used uniquely in: built environment	MIXS:0000841					
wall_finish_mat	core field	select		The material utilized to finish the outer most layer of the wall	wood	Expected value: enumeration. Occurrence: 1. Position: 140.0. This field is used uniquely in: built environment	MIXS:0000842					
wall_height	core field	xs:token		The average height of the walls in the sampled room		Expected value: value. Preferred unit: centimeter. Occurrence: 1. Position: 141.0. This field is used uniquely in: built environment	MIXS:0000221					
wall_loc	core field	select		The relative location of the wall within the room	north	Expected value: enumeration. Occurrence: 1. Position: 142.0. This field is used uniquely in: built environment	MIXS:0000843					
wall_surf_treatment	core field	select		The surface treatment of interior wall	paneling	Expected value: enumeration. Occurrence: 1. Position: 144.0. This field is used uniquely in: built environment	MIXS:0000845					
wall_texture	core field	select		The feel, appearance, or consistency of a wall surface	popcorn	Expected value: enumeration. Occurrence: 1. Position: 145.0. This field is used uniquely in: built environment	MIXS:0000846					
wall_thermal_mass	core field	xs:token		The ability of the wall to provide inertia against temperature fluctuations. Generally this means concrete or concrete block that is either exposed or covered only with paint		Expected value: measurement value. Preferred unit: joule per degree Celsius. Occurrence: 1. Position: 146.0. This field is used uniquely in: built environment	MIXS:0000222					
wall_water_mold	core field	xs:token		Signs of the presence of mold or mildew on a wall	no presence of mold visible	Expected value: enumeration. Occurrence: 1. Position: 143.0. This field is used uniquely in: built environment	MIXS:0000844					
water_feat_size	core field	xs:token		The size of the water feature		Expected value: measurement value. Preferred unit: square meter. Occurrence: 1. Position: 147.0. This field is used uniquely in: built environment	MIXS:0000223					
water_feat_type	core field	select		The type of water feature present within the building being sampled	stream	Expected value: enumeration. Occurrence: 1. Position: 148.0. This field is used uniquely in: built environment	MIXS:0000847					
weekday	core field	select		The day of the week when sampling occurred	Sunday	Expected value: enumeration. Occurrence: 1. Position: 149.0. This field is used uniquely in: built environment	MIXS:0000848					
window_cond	core field	select		The physical condition of the window at the time of sampling	rupture	Expected value: enumeration. Occurrence: 1. Position: 151.0. This field is used uniquely in: built environment	MIXS:0000849					
window_cover	core field	select		The type of window covering	curtains	Expected value: enumeration. Occurrence: 1. Position: 152.0. This field is used uniquely in: built environment	MIXS:0000850					
window_horiz_pos	core field	select		The horizontal position of the window on the wall	middle	Expected value: enumeration. Occurrence: 1. Position: 153.0. This field is used uniquely in: built environment	MIXS:0000851					
window_loc	core field	select		The relative location of the window within the room	west	Expected value: enumeration. Occurrence: 1. Position: 154.0. This field is used uniquely in: built environment	MIXS:0000852					
window_mat	core field	select		The type of material used to finish a window	wood	Expected value: enumeration. Occurrence: 1. Position: 155.0. This field is used uniquely in: built environment	MIXS:0000853					
window_open_freq	core field	xs:token		The number of times windows are opened per week		Expected value: value. Occurrence: 1. Position: 156.0. This field is used uniquely in: built environment	MIXS:0000246					
window_size	core field	xs:token		The window's length and width		Expected value: measurement value. Preferred unit: inch, meter. Occurrence: 1. Position: 150.0. This field is used uniquely in: built environment	MIXS:0000224					
window_status	core field	xs:token		Defines whether the windows were open or closed during environmental testing	open	Expected value: enumeration. Occurrence: 1. Position: 158.0. This field is used uniquely in: built environment	MIXS:0000855					
window_type	core field	select		The type of windows	fixed window	Expected value: enumeration. Occurrence: 1. Position: 159.0. This field is used uniquely in: built environment	MIXS:0000856					
window_vert_pos	core field	select		The vertical position of the window on the wall	middle	Expected value: enumeration. Occurrence: 1. Position: 160.0. This field is used uniquely in: built environment	MIXS:0000857					
window_water_mold	core field	xs:token		Signs of the presence of mold or mildew on the window.	no presence of mold visible	Expected value: enumeration. Occurrence: 1. Position: 157.0. This field is used uniquely in: built environment	MIXS:0000854					
building	arch_struc											
shed	arch_struc											
home	arch_struc											
building information model	build_docs											
commissioning report	build_docs											
complaint logs	build_docs											
contract administration	build_docs											
cost estimate	build_docs											
janitorial schedules or logs	build_docs											
maintenance plans	build_docs											
schedule	build_docs											
sections	build_docs											
shop drawings	build_docs											
submittals	build_docs											
ventilation system	build_docs											
windows	build_docs											
office	build_occup_type											
market	build_occup_type											
restaurant	build_occup_type											
residence	build_occup_type											
school	build_occup_type											
residential	build_occup_type											
commercial	build_occup_type											
low rise	build_occup_type											
high rise	build_occup_type											
wood framed	build_occup_type											
health care	build_occup_type											
airport	build_occup_type											
sports complex	build_occup_type											
urban	building_setting											
suburban	building_setting											
exurban	building_setting											
rural	building_setting											
new	ceil_cond											
visible wear	ceil_cond											
needs repair	ceil_cond											
damaged	ceil_cond											
rupture	ceil_cond											
drywall	ceil_finish_mat											
mineral fibre	ceil_finish_mat											
tiles	ceil_finish_mat											
PVC	ceil_finish_mat											
plasterboard	ceil_finish_mat											
metal	ceil_finish_mat											
fiberglass	ceil_finish_mat											
stucco	ceil_finish_mat											
mineral wool/calcium silicate	ceil_finish_mat											
wood	ceil_finish_mat											
crows feet	ceil_texture											
crows-foot stomp	ceil_texture											
double skip	ceil_texture											
hawk and trowel	ceil_texture											
knockdown	ceil_texture											
popcorn	ceil_texture											
orange peel	ceil_texture											
rosebud stomp	ceil_texture											
Santa-Fe texture	ceil_texture											
skip trowel	ceil_texture											
smooth	ceil_texture											
stomp knockdown	ceil_texture											
swirl	ceil_texture											
cathedral	ceil_type											
dropped	ceil_type											
concave	ceil_type											
barrel-shaped	ceil_type											
coffered	ceil_type											
cove	ceil_type											
stretched	ceil_type											
metal covered	door_comp_type											
revolving	door_comp_type											
sliding	door_comp_type											
telescopic	door_comp_type											
damaged	door_cond											
needs repair	door_cond											
new	door_cond											
rupture	door_cond											
visible wear	door_cond											
inward	door_direct											
outward	door_direct											
sideways	door_direct											
north	door_loc											
south	door_loc											
east	door_loc											
west	door_loc											
aluminum	door_mat											
cellular PVC	door_mat											
engineered plastic	door_mat											
fiberboard	door_mat											
fiberglass	door_mat											
metal	door_mat											
thermoplastic alloy	door_mat											
vinyl	door_mat											
wood	door_mat											
wood/plastic composite	door_mat											
collapsible	door_move											
folding	door_move											
revolving	door_move											
rolling shutter	door_move											
sliding	door_move											
swinging	door_move											
composite	door_type											
metal	door_type											
wooden	door_type											
collapsible	door_type_metal											
corrugated steel	door_type_metal											
hollow	door_type_metal											
rolling shutters	door_type_metal											
steel plate	door_type_metal											
bettened and ledged	door_type_wood											
battened	door_type_wood											
ledged and braced	door_type_wood											
ledged and framed	door_type_wood											
ledged, braced and frame	door_type_wood											
framed and paneled	door_type_wood											
glashed or sash	door_type_wood											
flush	door_type_wood											
louvered	door_type_wood											
wire gauged	door_type_wood											
operation	drawings											
as built	drawings											
construction	drawings											
bid	drawings											
design	drawings											
building navigation map	drawings											
diagram	drawings											
sketch	drawings											
north	ext_wall_orient											
south	ext_wall_orient											
east	ext_wall_orient											
west	ext_wall_orient											
northeast	ext_wall_orient											
southeast	ext_wall_orient											
southwest	ext_wall_orient											
northwest	ext_wall_orient											
north	ext_window_orient											
south	ext_window_orient											
east	ext_window_orient											
west	ext_window_orient											
northeast	ext_window_orient											
southeast	ext_window_orient											
southwest	ext_window_orient											
northwest	ext_window_orient											
particulate air filter	filter_type											
chemical air filter	filter_type											
low-MERV pleated media	filter_type											
HEPA	filter_type											
electrostatic	filter_type											
gas-phase or ultraviolet air treatments	filter_type											
new	floor_cond											
visible wear	floor_cond											
needs repair	floor_cond											
damaged	floor_cond											
rupture	floor_cond											
tile	floor_finish_mat											
wood strip or parquet	floor_finish_mat											
carpet	floor_finish_mat											
rug	floor_finish_mat											
laminate wood	floor_finish_mat											
lineoleum	floor_finish_mat											
vinyl composition tile	floor_finish_mat											
sheet vinyl	floor_finish_mat											
stone	floor_finish_mat											
bamboo	floor_finish_mat											
cork	floor_finish_mat											
terrazo	floor_finish_mat											
concrete	floor_finish_mat											
none;specify unfinished	floor_finish_mat											
sealed	floor_finish_mat											
clear finish	floor_finish_mat											
paint	floor_finish_mat											
balcony	floor_struc											
floating floor	floor_struc											
glass floor	floor_struc											
raised floor	floor_struc											
sprung floor	floor_struc											
wood-framed	floor_struc											
concrete	floor_struc											
mold odor	floor_water_mold											
wet floor	floor_water_mold											
water stains	floor_water_mold											
wall discoloration	floor_water_mold											
floor discoloration	floor_water_mold											
ceiling discoloration	floor_water_mold											
peeling paint or wallpaper	floor_water_mold											
bulging walls	floor_water_mold											
condensation	floor_water_mold											
Daily	freq_clean											
Weekly	freq_clean											
Monthly	freq_clean											
Quarterly	freq_clean											
Annually	freq_clean											
other	freq_clean											
cabinet	furniture											
chair	furniture											
desks	furniture											
all gender	gender_restroom											
female	gender_restroom											
gender neurtral	gender_restroom											
male	gender_restroom											
male and female	gender_restroom											
unisex	gender_restroom											
ambidexterity	handidness											
left handedness	handidness											
mixed-handedness	handidness											
right handedness	handidness											
radiant system	heat_cool_type											
heat pump	heat_cool_type											
forced air system	heat_cool_type											
steam forced heat	heat_cool_type											
wood stove	heat_cool_type											
north	heat_deliv_loc											
south	heat_deliv_loc											
east	heat_deliv_loc											
west	heat_deliv_loc											
bedroom	indoor_space											
office	indoor_space											
bathroom	indoor_space											
foyer	indoor_space											
kitchen	indoor_space											
locker room	indoor_space											
hallway	indoor_space											
elevator	indoor_space											
cabinet	indoor_surf											
ceiling	indoor_surf											
counter top	indoor_surf											
door	indoor_surf											
shelving	indoor_surf											
vent cover	indoor_surf											
window	indoor_surf											
wall	indoor_surf											
new	int_wall_cond											
visible wear	int_wall_cond											
needs repair	int_wall_cond											
damaged	int_wall_cond											
rupture	int_wall_cond											
natural light	light_type											
electric light	light_type											
desk lamp	light_type											
flourescent lights	light_type											
none	light_type											
subway	mech_struc											
coach	mech_struc											
carriage	mech_struc											
elevator	mech_struc											
escalator	mech_struc											
boat	mech_struc											
train	mech_struc											
car	mech_struc											
bus	mech_struc											
automated count	occup_document											
estimate	occup_document											
manual count	occup_document											
videos	occup_document											
ATP	organism_count											
MPN	organism_count											
other	organism_count											
cat	pres_animal_insect											
dog	pres_animal_insect											
rodent	pres_animal_insect											
snake	pres_animal_insect											
other;{integer}	pres_animal_insect											
North side	quad_pos											
West side	quad_pos											
South side	quad_pos											
East side	quad_pos											
edge of car	rel_samp_loc											
center of car	rel_samp_loc											
under a seat	rel_samp_loc											
new	room_condt											
visible wear	room_condt											
needs repair	room_condt											
damaged	room_condt											
rupture	room_condt											
visible signs of mold/mildew	room_condt											
attic	room_connected											
bathroom	room_connected											
closet	room_connected											
conference room	room_connected											
elevator	room_connected											
examining room	room_connected											
hallway	room_connected											
kitchen	room_connected											
mail room	room_connected											
office	room_connected											
stairwell	room_connected											
corner room	room_loc											
interior room	room_loc											
exterior wall	room_loc											
north corner	room_samp_pos											
south corner	room_samp_pos											
west corner	room_samp_pos											
east corner	room_samp_pos											
northeast corner	room_samp_pos											
northwest corner	room_samp_pos											
southeast corner	room_samp_pos											
southwest corner	room_samp_pos											
center	room_samp_pos											
attic	room_type											
bathroom	room_type											
closet	room_type											
conference room	room_type											
elevator	room_type											
examining room	room_type											
hallway	room_type											
kitchen	room_type											
mail room	room_type											
private office	room_type											
open office	room_type											
stairwell	room_type											
,restroom	room_type											
lobby	room_type											
vestibule	room_type											
mechanical or electrical room	room_type											
data center	room_type											
laboratory_wet	room_type											
laboratory_dry	room_type											
gymnasium	room_type											
natatorium	room_type											
auditorium	room_type											
lockers	room_type											
cafe	room_type											
warehouse	room_type											
1st floor	samp_floor											
2nd floor	samp_floor											
basement	samp_floor											
lobby	samp_floor											
clear sky	samp_weather											
cloudy	samp_weather											
foggy	samp_weather											
hail	samp_weather											
rain	samp_weather											
snow	samp_weather											
sleet	samp_weather											
sunny	samp_weather											
windy	samp_weather											
Spring	season_use											
Summer	season_use											
Fall	season_use											
Winter	season_use											
damaged	shading_device_cond											
needs repair	shading_device_cond											
new	shading_device_cond											
rupture	shading_device_cond											
visible wear	shading_device_cond											
bahama shutters	shading_device_type											
exterior roll blind	shading_device_type											
gambrel awning	shading_device_type											
hood awning	shading_device_type											
porchroller awning	shading_device_type											
sarasota shutters	shading_device_type											
slatted aluminum	shading_device_type											
solid aluminum awning	shading_device_type											
sun screen	shading_device_type											
tree	shading_device_type											
trellis	shading_device_type											
venetian awning	shading_device_type											
operation	specific											
as built	specific											
construction	specific											
bid	specific											
design	specific											
photos	specific											
crawlspace	substructure_type											
slab on grade	substructure_type											
basement	substructure_type											
dust	surf_air_cont											
organic matter	surf_air_cont											
particulate matter	surf_air_cont											
volatile organic compounds	surf_air_cont											
biological contaminants	surf_air_cont											
radon	surf_air_cont											
nutrients	surf_air_cont											
biocides	surf_air_cont											
adobe	surf_material											
carpet	surf_material											
cinder blocks	surf_material											
concrete	surf_material											
hay bales	surf_material											
glass	surf_material											
metal	surf_material											
paint	surf_material											
plastic	surf_material											
stainless steel	surf_material											
stone	surf_material											
stucco	surf_material											
tile	surf_material											
vinyl	surf_material											
wood	surf_material											
red	train_line											
green	train_line											
orange	train_line											
south station above ground	train_stat_loc											
south station underground	train_stat_loc											
south station amtrak	train_stat_loc											
forest hills	train_stat_loc											
riverside	train_stat_loc											
end	train_stop_loc											
mid	train_stop_loc											
downtown	train_stop_loc											
photos	vis_media											
videos	vis_media											
commonly of the building	vis_media											
site context (adjacent buildings, vegetation, terrain, streets)	vis_media											
interiors	vis_media											
equipment	vis_media											
3D scans	vis_media											
frame construction	wall_const_type											
joisted masonry	wall_const_type											
light noncombustible	wall_const_type											
masonry noncombustible	wall_const_type											
modified fire resistive	wall_const_type											
fire resistive	wall_const_type											
plaster	wall_finish_mat											
gypsum plaster	wall_finish_mat											
veneer plaster	wall_finish_mat											
gypsum board	wall_finish_mat											
tile	wall_finish_mat											
terrazzo	wall_finish_mat											
stone facing	wall_finish_mat											
acoustical treatment	wall_finish_mat											
wood	wall_finish_mat											
metal	wall_finish_mat											
masonry	wall_finish_mat											
north	wall_loc											
south	wall_loc											
east	wall_loc											
west	wall_loc											
painted	wall_surf_treatment											
wall paper	wall_surf_treatment											
no treatment	wall_surf_treatment											
paneling	wall_surf_treatment											
stucco	wall_surf_treatment											
fabric	wall_surf_treatment											
crows feet	wall_texture											
crows-foot stomp	wall_texture											
	wall_texture											
double skip	wall_texture											
hawk and trowel	wall_texture											
knockdown	wall_texture											
popcorn	wall_texture											
orange peel	wall_texture											
rosebud stomp	wall_texture											
Santa-Fe texture	wall_texture											
skip trowel	wall_texture											
smooth	wall_texture											
stomp knockdown	wall_texture											
swirl	wall_texture											
fountain	water_feat_type											
pool	water_feat_type											
standing feature	water_feat_type											
stream	water_feat_type											
waterfall	water_feat_type											
Monday	weekday											
Tuesday	weekday											
Wednesday	weekday											
Thursday	weekday											
Friday	weekday											
Saturday	weekday											
Sunday	weekday											
damaged	window_cond											
needs repair	window_cond											
new	window_cond											
rupture	window_cond											
visible wear	window_cond											
blinds	window_cover											
curtains	window_cover											
none	window_cover											
left	window_horiz_pos											
middle	window_horiz_pos											
right	window_horiz_pos											
north	window_loc											
south	window_loc											
east	window_loc											
west	window_loc											
clad	window_mat											
fiberglass	window_mat											
metal	window_mat											
vinyl	window_mat											
wood	window_mat											
single-hung sash window	window_type											
horizontal sash window	window_type											
fixed window	window_type											
bottom	window_vert_pos											
middle	window_vert_pos											
top	window_vert_pos											
low	window_vert_pos											
high	window_vert_pos											
