class_name	slot_group	slot_uri	title	name	range	range_2	identifier	multivalued	required	recommended	minimum_value	maximum_value	pattern	structured_pattern	description	comments	examples	EXPORT_GISAID	EXPORT_NCBI_BIOSAMPLE_SARS_COV_2_WWS	EXPORT_NCBI_BIOSAMPLE	EXPORT_NCBI_SRA	EXPORT_ENA_GSC_MIxS_WW_ERC00023	EXPORT_ENA_SEWAGE_ERC00036	EXPORT_iMicroSeq_Portal
iMicroSeq	Host information	GENEPIO:0001386	host (common name)	host_common_name	HostCommonNameMenu	NullValueMenu				TRUE					The commonly used name of the host.	If the sample is directly from a host, either a common or scientific name must be provided (although both can be included) by selecting a value from the picklist. If known, provide the common name.	Chinook salmon [NCBITaxon:74940]		host					
iMicroSeq	Host information	GENEPIO:0001387	host (scientific name)	host_scientific_name	HostScientificNameMenu	NullValueMenu				TRUE					The taxonomic, or scientific name of the host.	If the sample is directly from a host, either a common or scientific name must be provided (although both can be included), by selecting a value from the picklist. If known, select the scientific name from the picklist provided.	Homo sapiens [NCBITaxon:9606]	host	isolation_source;host					
iMicroSeq	Host Information	GENEPIO:0001392	host age	host_age	decimal					TRUE	0	130			Age of host at the time of sampling.	If known, provide the age of the host. Age-binning is also acceptable. 	79		host_age			hostAge	Patient age	
iMicroSeq			host age null reason	host_age_null_reason	NullValueMenu										To be populated if host age is not provided. If populated "Host age","Host Unit", and "Host age bin" are to be empty									
iMicroSeq	Host Information	GENEPIO:0001393	host age unit	host_age_unit	HostAgeUnitInternationalMenu	NullValueMenu				TRUE					The units used to measure the host's age.	If known, provide the age units used to measure the host's age from the pick list. 	year [UO:0000036] 		host_age					
iMicroSeq	Host information	GENEPIO:0001394	host age bin	host_age_bin	HostAgeBinMenu	NullValueMenu				TRUE					Age of host at the time of sampling, expressed as an age group.	Select the corresponding host age bin from the pick list provided in the template. If not available, provide a null value or leave blank. NOTE: Age bins for animals may differ from those used for humans.	First winter [GENEPIO:0100684]		host_age					
iMicroSeq	Strain and isolation information	GENEPIO:0100456	isolate ID	isolate_id	WhitespaceMinimizedString	NullValueMenu				TRUE					The user-defined identifier for the isolate, as provided by the laboratory that originally isolated the isolate.	Provide the isolate_ID created by the lab that first isolated the isolate (i.e. the original isolate ID). If the information is unknown or cannot be provided, leave blank or provide a null value. If only an alternate isolate ID is known (e.g. the ID from your lab, if your lab did not isolate the isolate from the original sample), make asure to include it in the alternative_isolate_ID field.	SA20131043							
iMicroSeq	Strain and isolation information	GENEPIO:0100454	microbiological method	microbiological_method	WhitespaceMinimizedString	NullValueMenu				TRUE					The laboratory method used to grow, prepare, and/or isolate the microbial isolate.	Provide the name and version number of the microbiological method. The ID of the method is also acceptable if the ID can be linked to the laboratory that created the procedure.	MFHPB-30							
iMicroSeq	Strain and isolation information	GENEPIO:0100455	strain ID	strain_id	WhitespaceMinimizedString	NullValueMenu									The strain identifier.	If the isolate represents or is derived from, a lab reference strain or strain from a type culture collection, provide the strain identifier.	K12	Virus name						
iMicroSeq	Strain and isolation information	GENEPIO:0100461	isolated by organisation name	isolated_by_organisation_name	WhitespaceMinimizedString	NullValueMenu									The name of the agency, organization or institution with which the individual who performed the isolation procedure is affiliated.	Provide the name of the agency, organization or institution that isolated the original isolate in full (avoid abbreviations). If the information is unknown or cannot be provided, leave blank or provide a null value.	Public Health Agency of Canada (PHAC) [GENEPIO:0100551]							
iMicroSeq	Sequence information	GENEPIO:0001445	purpose of sequencing	purpose_of_sequencing	PurposeOfSequencingMenu	NullValueMenu		TRUE	TRUE						The reason that the sample was sequenced.	The reason why a sample was originally collected may differ from the reason why it was selected for sequencing. The reason a sample was sequenced may provide information about potential biases in sequencing strategy. Provide the purpose of sequencing from the picklist in the template. The reason for sample collection should be indicated in the "purpose of sampling" field.	Domestic travel surveillance [GENEPIO:0100013]		purpose_of_ww_sequencing	purpose_of_ww_sequencing				purpose of sequencing
iMicroSeq	Sequence information	OBI:0000070	assay type	assay_type	AssayTypeMenu	NullValueMenu				TRUE					The experimental process that was used in to quantify, amplify or identify the sequence of a biomaterial.	Provide the name of the sequencing technology used in your study, or alternatively PCR assay, by selecting a value from the picklist. If unsure refer to the protocol documentation, or provide a null value.	Amplicon sequencing assay [OBI:0002767]				library_strategy;library_source		investigation type	
iMicroSeq	Sequence information	GENEPIO:0001447	sequencing date	sequencing_date	date					TRUE	{sample_collection_start_date}	{today}			The date the sample was sequenced.	ISO 8601 standard "YYYY-MM-DD".	2020-06-22							
iMicroSeq			sequencing date null reason	sequencing_date_null_reason	string	NullValueMenu									To be populated if sequencing date is not provided. If populated "sequencing date" should be empty									
iMicroSeq	Sequence information	GENEPIO:0100416	sequenced by organisation name	sequenced_by_organisation_name	WhitespaceMinimizedString	NullValueMenu			TRUE						The name of the agency, organization or institution responsible for sequencing the isolate's genome.	Provide the name of the agency, organization or institution that performed the sequencing in full (avoid abbreviations). If the information is unknown or cannot be provided, leave blank or provide a null value.	Public Health Agency of Canada (PHAC) [GENEPIO:0100551]		sequenced_by	sequenced_by				
iMicroSeq	Sequence information	GENEPIO:0100471	sequenced by contact email	sequenced_by_contact_email	WhitespaceMinimizedString	NullValueMenu			TRUE				^\S+@\S+\.\S+$		The email address of the contact responsible for follow-up regarding the sequence.	Provide the email associated with the listed contact. As personnel turnover may render an individual's email obsolete, it is more prefereable to provide an address for a position or lab, to ensure accuracy of information and institutional memory. If the information is unknown or cannot be provided, leave blank or provide a null value.	abcsmith@lab.ca							
iMicroSeq	Sequence information	GENEPIO:0001159	sequence submitted by	sequence_submitted_by	WhitespaceMinimizedString	NullValueMenu				TRUE					The name of the agency that submitted the sequence to a database.	The name of the agency should be written out in full, (with minor exceptions) and be consistent across multiple submissions. For Canadian institutions submitting specimens rather than sequencing data, please put the "National Microbiology Laboratory (NML)".	Public Health Ontario (PHO)							
iMicroSeq	Sequence information	GENEPIO:0001454	sequencing protocol	sequencing_protocol	WhitespaceMinimizedString	NullValueMenu				TRUE					The protocol or method used for sequencing.	Provide the name and version of the procedure or protocol used for sequencing. You can also provide a link to a protocol online.	https://www.protocols.io/view/ncov-2019-sequencing-protocol-bbmuik6w?version_warning=no				design_description	sequencing method		sequencing protocol 
iMicroSeq	Sequence information	GENEPIO:0001452	sequencing instrument	sequencing_instrument	SequencingInstrumentMenu	NullValueMenu		TRUE	TRUE						The model of the sequencing instrument used.	Provide the model sequencing instrument by selecting a value from the template pick list. If the information is unknown or cannot be provided, leave blank or provide a null value.	Illumina HiSeq 2500 [GENEPIO:0100117]	Sequencing technology			instrument_model	sequencing method		sequencing instrument
iMicroSeq	Sequence information	GENEPIO:0001448	library ID	library_id	WhitespaceMinimizedString	NullValueMenu									The user-specified identifier for the library prepared for sequencing.	The library name should be unique, and can be an autogenerated ID from your LIMS, or modification of the isolate ID.	XYZ_123345							
iMicroSeq	Sequence information	GENEPIO:0001450	library preparation kit	library_preparation_kit	WhitespaceMinimizedString	NullValueMenu									The name of the DNA library preparation kit used to generate the library being sequenced.	Provide the name of the library preparation kit used. 	Nextera XT					nucleic acid amplification		
iMicroSeq	Sequence information	GENEPIO:0100966	genomic target enrichment method	genomic_target_enrichment_method	GenomicTargetEnrichmentMethodMenu	NullValueMenu		TRUE		TRUE					The molecular technique used to selectively capture and amplify specific regions of interest from a genome.	Provide the name of the enrichment method by selecting a value from the picklist.	Hybridization capture [GENEPIO:0001950]			concentration_method	library_selection;design_description	library screening strategy		
iMicroSeq	Sequence information	GENEPIO:0100967	genomic target enrichment method details	genomic_target_enrichment_method_details	WhitespaceMinimizedString	NullValueMenu									Details that provide additional context to the molecular technique used to selectively capture and amplify specific regions of interest from a genome.	Provide details that are applicable to the method you used.	Enrichment was performed using Illumina Target Enrichment methodology using the Illumina DNA Prep with Enrichment kit.			concentration_method				
iMicroSeq	Sequence information	GENEPIO:0001456	amplicon pcr primer scheme name	amplicon_pcr_primer_scheme_name	WhitespaceMinimizedString	NullValueMenu				TRUE					The specification name of the primers (primer sequences, binding positions, fragment size generated etc) used to generate the amplicons to be sequenced.	Provide the name and version of the primer scheme used to generate the amplicons for sequencing.	artic v1					nucleic acid amplification		
iMicroSeq	Sequence information	GENEPIO:0102068	amplicon pcr primer scheme url	amplicon_pcr_primer_scheme_url	WhitespaceMinimizedString	NullValueMenu									A URL linking to detailed information or documentation about the amplicon PCR primer scheme, including specifications such as primer sequences, binding positions, and fragment sizes. This URL should direct users to a source that provides the necessary details to reproduce or understand the primer scheme used in the dataset.	Provide the url of the primer scheme used to generate the amplicons for sequencing.	https://github.com/artic-network/primer-schemes/tree/master/nCoV-2019/V1 					nucleic acid amplification		
iMicroSeq	Sequence information	GENEPIO:0001449	amplicon size	amplicon_size	integer										The length of the amplicon generated by PCR amplification.	Provide the amplicon size expressed in base pairs.	300							
iMicroSeq			amplicon size null reason	amplicon_size_null_reason	NullValueMenu																			
iMicroSeq	Bioinformatics and QC metrics	GENEPIO:0001458	raw sequence data processing method	raw_sequence_data_processing_method	WhitespaceMinimizedString	NullValueMenu				TRUE					The method used for raw data processing such as removing barcodes, adapter trimming, filtering etc.	Provide the software name followed by the version or a link to the github protocol e.g. Trimmomatic v. 0.38, Porechop v. 0.2.3	Porechop 0.2.3							raw sequence data processing method
iMicroSeq	Bioinformatics and QC metrics	GENEPIO:0001459	dehosting method	dehosting_method	WhitespaceMinimizedString	NullValueMenu				TRUE					The method used to remove host reads from the pathogen sequence.	Provide the name and version number of the software used to remove host reads.	Nanostripper							dehosting method
iMicroSeq	Bioinformatics and QC metrics	GENEPIO:0101715	genome sequence file name	genome_sequence_file_name	WhitespaceMinimizedString	NullValueMenu									The name of the consensus sequence file.	Provide the name and version number, with the file extension, of the processed genome sequence file e.g. a consensus sequence FASTA file or a genome assembly file.	mpxvassembly.fasta							
iMicroSeq	Bioinformatics and QC metrics	GENEPIO:0100825	sequence assembly software name	sequence_assembly_software_name	WhitespaceMinimizedString	NullValueMenu									The name of the software used to assemble a sequence.	Provide the name of the software used to assemble the sequence.	SPAdes Genome Assembler, Canu, wtdbg2, velvet							
iMicroSeq	Bioinformatics and QC metrics	GENEPIO:0100826	sequence assembly software version	sequence_assembly_software_version	WhitespaceMinimizedString	NullValueMenu									The version of the software used to assemble a sequence.	Provide the version of the software used to assemble the sequence.	3.15.5							
iMicroSeq	Bioinformatics and QC metrics	GENEPIO:0001463	consensus sequence software name	consensus_sequence_software_name	WhitespaceMinimizedString	NullValueMenu									The name of the software used to generate the consensus sequence.	Provide the name of the software used to generate the consensus sequence.	iVar	Assembly method						consensus sequence software name
iMicroSeq	Bioinformatics and QC metrics	GENEPIO:0001469	consensus sequence software version	consensus_sequence_software_version	WhitespaceMinimizedString	NullValueMenu									The version of the software used to generate the consensus sequence.	Provide the version of the software used to generate the consensus sequence.	1.3							consensus sequence software version
iMicroSeq	Bioinformatics and QC metrics	GENEPIO:0001472	breadth of coverage value	breadth_of_coverage_value	WhitespaceMinimizedString	NullValueMenu									The percentage of the reference genome covered by the sequenced data, to a prescribed depth.	Provide value as a percent.	95							breadth of coverage value
iMicroSeq	Bioinformatics and QC metrics	GENEPIO:0001474	depth of coverage value	depth_of_coverage_value	WhitespaceMinimizedString	NullValueMenu									The average number of reads representing a given nucleotide in the reconstructed sequence.	Provide value as a fold of coverage.	400	Coverage						depth of coverage value
iMicroSeq	Bioinformatics and QC metrics	GENEPIO:0100844	genome completeness	genome_completeness	WhitespaceMinimizedString	NullValueMenu									The percentage of expected genes identified in the genome being sequenced. Missing genes indicate missing genomic regions (incompleteness) in the data.	Provide the genome completeness as a percent (no need to include units).	85							
iMicroSeq	Bioinformatics and QC metrics	GENEPIO:0001485	reference genome accession	reference_genome_accession	WhitespaceMinimizedString	NullValueMenu									A persistent, unique identifier of a genome database entry.	Provide the accession number of the reference genome.	NC_045512.2				assembly			reference genome accession
iMicroSeq	Bioinformatics and QC metrics	GENEPIO:0001489	bioinformatics protocol url	bioinformatics_protocol_url	WhitespaceMinimizedString	NullValueMenu									A description of the overall bioinformatics strategy used.	Further details regarding the methods used to process raw data, and/or generate assemblies, and/or generate consensus sequences can. This information can be provided in an SOP or protocol or pipeline/workflow. Provide the name and version number of the protocol, or a GitHub link to a pipeline or workflow.	https://github.com/phac-nml/ncov2019-artic-nf							bioinformatics protocol
iMicroSeq	Bioinformatics and QC metrics	GENEPIO:0100557	quality control method name	quality_control_method_name	WhitespaceMinimizedString	NullValueMenu									The name of the method used to assess whether a sequence passed a predetermined quality control threshold.	Providing the name of the method used for quality control is very important for interpreting the rest of the QC information. Method names can be provided as the name of a pipeline or a link to a GitHub repository. Multiple methods should be listed and separated by a semi-colon. Do not include QC tags in other fields if no method name is provided.	ncov-tools							
iMicroSeq	Bioinformatics and QC metrics	GENEPIO:0100558	quality control method version	quality_control_method_version	WhitespaceMinimizedString	NullValueMenu									The version number of the method used to assess whether a sequence passed a predetermined quality control threshold.	Methods updates can make big differences to their outputs. Provide the version of the method used for quality control. The version can be expressed using whatever convention the developer implements (e.g. date, semantic versioning). If multiple methods were used, record the version numbers in the same order as the method names. Separate the version numbers using a semi-colon.	1.2.3							
iMicroSeq	Bioinformatics and QC metrics	GENEPIO:0100559	quality control determination	quality_control_determination	QualityControlDeterminationMenu	NullValueMenu		TRUE							The determination of a quality control assessment.	Select a value from the pick list provided. If a desired value is missing, submit a new term request to the PHA4GE QC Tag GitHub issuetracker using the New Term Request form.	Sequence passed quality control [GENEPIO:0100563]							
iMicroSeq	Bioinformatics and QC metrics	GENEPIO:0100560	quality control issues	quality_control_issues	QualityControlIssuesMenu	NullValueMenu		TRUE							The reason contributing to, or causing, a low quality determination in a quality control assessment.	Select a value from the pick list provided. If a desired value is missing, submit a new term request to the PHA4GE QC Tag GitHub issuetracker using the New Term Request form.	Low average genome coverage [GENEPIO:0100570]							
iMicroSeq	Bioinformatics and QC metrics	GENEPIO:0100561	quality control details	quality_control_details	WhitespaceMinimizedString	NullValueMenu									The details surrounding a low quality determination in a quality control assessment.	Provide notes or details regarding QC results using free text.	CT value of 39. Low viral load. Low DNA concentration after amplification.							
iMicroSeq	Taxonomic identification information	GENEPIO:0100832	read mapping software name	read_mapping_software_name	WhitespaceMinimizedString	NullValueMenu				TRUE					The name of the software used to map sequence reads to a reference genome or set of reference genes.	Provide the name of the read mapping software.	Bowtie2, BWA-MEM, TopHat					taxonomic classification		
iMicroSeq	Taxonomic identification information	GENEPIO:0100833	read mapping software version	read_mapping_software_version	WhitespaceMinimizedString	NullValueMenu				TRUE					The version of the software used to map sequence reads to a reference genome or set of reference genes.	Provide the version number of the read mapping software.	2.5.1					taxonomic classification		
iMicroSeq	Taxonomic identification information	GENEPIO:0100834	taxonomic reference database name	taxonomic_reference_database_name	WhitespaceMinimizedString	NullValueMenu				TRUE					The name of the taxonomic reference database used to identify the organism.	Provide the name of the taxonomic reference database.	NCBITaxon					taxonomic classification		
iMicroSeq	Taxonomic identification information	GENEPIO:0100835	taxonomic reference database version	taxonomic_reference_database_version	WhitespaceMinimizedString	NullValueMenu				TRUE					The version of the taxonomic reference database used to identify the organism.	Provide the version number of the taxonomic reference database.	1.3					taxonomic classification		
iMicroSeq	Lineage/clade information	GENEPIO:0102174	viral type	viral_type	WhitespaceMinimizedString	NullValueMenu				TRUE					Type designation of the virus at the species/serotype/genogroup level (scheme-dependent).	Provide the type designation. Use when the scheme defines a “type”.	Norovirus GII							
iMicroSeq	Lineage/clade information	GENEPIO:0102175	viral subtype	viral_subtype	WhitespaceMinimizedString	NullValueMenu				TRUE					The designation of the subtype of a virus (scheme-dependent)	Provide the subtype designation.	H5N1							
iMicroSeq	Lineage/clade information	GENEPIO:0102176	viral lineage	viral_lineage	WhitespaceMinimizedString	NullValueMenu									The phylogenetic lineage label assigned to the virus.	Provide the lineage using the appropriate classification scheme. 	BA.2.86							
iMicroSeq	Lineage/clade information	GENEPIO:0102177	viral clade	viral_clade	WhitespaceMinimizedString	NullValueMenu									The phylogenetic clade label assigned to the virus.	Provide the clade using the appropriate classification scheme. WHO/OIE/FAO H5 clade nomenclature, should be included here. Multiple entries should be captured if more than one system applies.	H5 clade: 2.3.4.4b							
iMicroSeq	Lineage/clade information	GENEPIO:0102178	viral classification scheme	viral_classification_scheme	WhitespaceMinimizedString	NullValueMenu									The name of the scheme used to define the viral type/subtype/lineage	Include all schemas used to classify the type.	Pango							
iMicroSeq	Lineage/clade information	GENEPIO:0001501	lineage/clade analysis software name	lineage_clade_analysis_software_name	WhitespaceMinimizedString	NullValueMenu									The name of the software used to determine the lineage/clade.	Provide the name of the software used to determine the lineage/clade.	Freyja							
iMicroSeq	Lineage/clade information	GENEPIO:0001502	lineage/clade analysis software version	lineage_clade_analysis_software_version	WhitespaceMinimizedString	NullValueMenu									The version of the software used to determine the lineage/clade.	Provide the version of the software used ot determine the lineage/clade.	1.5.0							
iMicroSeq	Pathogen diagnostic testing	GENEPIO:0102049	target taxonomic name 1	target_taxonomic_name_1	WhitespaceMinimizedString	NullValueMenu									The scientific name of the organism or taxon that is the focus of the study, assay, or diagnostic test.	The target taxonomic name refers to the specific species, genus, or other taxonomic classification that the assay or diagnostic test is designed to identify, detect, or characterize. This may include the full binomial name (Genus species) or a higher taxonomic rank (e.g., genus, family) when species-level identification is not applicable. Avoid abbreviations. Search for taxonomic names here: ncbi.nlm.nih.gov/taxonomy.	Respiratory syncytial virus		ww_surv_target_1	ww_surv_target_1		surveillance target 		
iMicroSeq	Pathogen diagnostic testing	GENEPIO:0102052	assay target name 1	assay_target_name_1	WhitespaceMinimizedString	NullValueMenu									The name of the assay target used in the diagnostic RT-PCR test.	The specific genomic region, sequence, or variant targeted by the assay in a diagnostic RT-PCR test. This may include parts of a gene, non-coding regions, or other genetic elements that serve as a marker for detecting the presence of a pathogen or other relevant entities.	G2R (Li et al., 2010) assays (includes G2R_WA, C3L, and G2R_G).					target subfragment 		
iMicroSeq	Pathogen diagnostic testing	GENEPIO:0102041	gene symbol 1	gene_symbol_1	WhitespaceMinimizedString	NullValueMenu									The symbol of the gene used in the diagnostic RT-PCR test.	Provide the full name of the gene used in the test. Standardized gene names can be found in the Gene Ontology using this look-up service: https://bit.ly/2Sq1LbI	gyrA		ww_surv_target_1_gene	ww_surv_target_1_gene				
iMicroSeq	Pathogen diagnostic testing	GENEPIO:0100962	diagnostic target presence 1	diagnostic_target_presence_1	DiagnosticTargetPresenceMenu	NullValueMenu									The binary value of the result from a diagnostic test.	Select a value from the pick list provided, to describe whether a target was determined to be present or absent within a sample.	diagnostic target present		ww_surv_target_1_known_present	ww_surv_target_1_known_present				
iMicroSeq	Pathogen diagnostic testing	GENEPIO:0100963	diagnostic measurement value 1	diagnostic_measurement_value_1	WhitespaceMinimizedString	NullValueMenu									The value of the result from a diagnostic test. 	Provide the numerical result of a diagnostic test (no need to include units). This includes pcr Ct values.	1000		ww_surv_target_1_conc	ww_surv_target_1_conc				
iMicroSeq	Pathogen diagnostic testing	GENEPIO:0100964	diagnostic measurement unit 1	diagnostic_measurement_unit_1	DiagnosticMeasurementUnitMenu	NullValueMenu									The unit of the result from a diagnostic test.	Select a value from the pick list provided, to describe the units of the given diagnostic test.	PCR quantification cycle (Ct value) [UO:0010077]		ww_surv_target_1_conc_unit	ww_surv_target_1_conc_unit				
iMicroSeq	Pathogen diagnostic testing	GENEPIO:0100965	diagnostic measurement method 1	diagnostic_measurement_method_1	DiagnosticMeasurementMethodMenu	NullValueMenu									The method by which a diagnostic result was determined.	Select a value from the pick list provided to describe the method used for a given diagnostic test. Use this to capture the type of PCR method used in quantifying the pathogen.	qPCR		ww_surv_target_1_protocol	ww_surv_target_1_protocol				
iMicroSeq	Pathogen diagnostic testing	GENEPIO:0102050	target taxonomic name 2	target_taxonomic_name_2	WhitespaceMinimizedString	NullValueMenu									The scientific name of the organism or taxon that is the focus of the study, assay, or diagnostic test.	The target taxonomic name refers to the specific species, genus, or other taxonomic classification that the assay or diagnostic test is designed to identify, detect, or characterize. This may include the full binomial name (Genus species) or a higher taxonomic rank (e.g., genus, family) when species-level identification is not applicable. Avoid abbreviations. Search for taxonomic names here: ncbi.nlm.nih.gov/taxonomy.	Respiratory syncytial virus		ww_surv_target_2	ww_surv_target_2				
iMicroSeq	Pathogen diagnostic testing	GENEPIO:0102038	assay target name 2	assay_target_name_2	WhitespaceMinimizedString	NullValueMenu									The name of the assay target used in the diagnostic RT-PCR test.	The specific genomic region, sequence, or variant targeted by the assay in a diagnostic RT-PCR test. This may include parts of a gene, non-coding regions, or other genetic elements that serve as a marker for detecting the presence of a pathogen or other relevant entities.	G2R (Li et al., 2010) assays (includes G2R_WA, C3L, and G2R_G).							
iMicroSeq	Pathogen diagnostic testing	GENEPIO:0102042	gene symbol 2	gene_symbol_2	WhitespaceMinimizedString	NullValueMenu									The symbol of the gene used in the diagnostic RT-PCR test.	Provide the full name of the gene used in the test. Standardized gene names can be found in the Gene Ontology using this look-up service: https://bit.ly/2Sq1LbI	gyrase A		ww_surv_target_2_gene	ww_surv_target_2_gene				
iMicroSeq	Pathogen diagnostic testing	GENEPIO:0100962	diagnostic target presence 2	diagnostic_target_presence_2	DiagnosticTargetPresenceMenu	NullValueMenu									The binary value of the result from a diagnostic test.	Select a value from the pick list provided, to describe whether a target was determined to be present or absent within a sample.	diagnostic target present		ww_surv_target_2_known_present	ww_surv_target_2_known_present				
iMicroSeq	Pathogen diagnostic testing	GENEPIO:0100963	diagnostic measurement value 2	diagnostic_measurement_value_2	WhitespaceMinimizedString	NullValueMenu									The value of the result from a diagnostic test.	Provide the numerical result of a diagnostic test (no need to include units).	1000		ww_surv_target_2_conc	ww_surv_target_2_conc				
iMicroSeq	Pathogen diagnostic testing	GENEPIO:0100964	diagnostic measurement unit 2	diagnostic_measurement_unit_2	DiagnosticMeasurementUnitMenu	NullValueMenu									The unit of the result from a diagnostic test.	Select a value from the pick list provided, to describe the units of the given diagnostic test.	cycle threshold (Ct) 		ww_surv_target_2_conc_unit	ww_surv_target_2_conc_unit				
iMicroSeq	Pathogen diagnostic testing	GENEPIO:0100965	diagnostic measurement method 2	diagnostic_measurement_method_2	DiagnosticMeasurementMethodMenu	NullValueMenu									The method by which a diagnostic result was determined.	Select a value from the pick list provided to describe the method used for a given diagnostic test. Use this to capture the type of PCR method used in quantifying the pathogen.	qPCR							
iMicroSeq	Pathogen diagnostic testing	GENEPIO:0102051	target taxonomic name 3	target_taxonomic_name_3	WhitespaceMinimizedString	NullValueMenu									The scientific name of the organism or taxon that is the focus of the study, assay, or diagnostic test.	The target taxonomic name refers to the specific species, genus, or other taxonomic classification that the assay or diagnostic test is designed to identify, detect, or characterize. This may include the full binomial name (Genus species) or a higher taxonomic rank (e.g., genus, family) when species-level identification is not applicable. Avoid abbreviations. Search for taxonomic names here: ncbi.nlm.nih.gov/taxonomy.	Respiratory syncytial virus							
iMicroSeq	Pathogen diagnostic testing	GENEPIO:0102039	assay target name 3	assay_target_name_3	WhitespaceMinimizedString	NullValueMenu									The name of the assay target used in the diagnostic RT-PCR test.	The specific genomic region, sequence, or variant targeted by the assay in a diagnostic RT-PCR test. This may include parts of a gene, non-coding regions, or other genetic elements that serve as a marker for detecting the presence of a pathogen or other relevant entities.	G2R (Li et al., 2010) assays (includes G2R_WA, C3L, and G2R_G).							
iMicroSeq	Pathogen diagnostic testing	GENEPIO:0102043	gene symbol 3	gene_symbol_3	WhitespaceMinimizedString	NullValueMenu									The symbol of the gene used in the diagnostic RT-PCR test.	Provide the full name of the gene used in the test. Standardized gene names can be found in the Gene Ontology using this look-up service: https://bit.ly/2Sq1LbI	gyrase A							
iMicroSeq	Pathogen diagnostic testing	GENEPIO:0100962	diagnostic target presence 3	diagnostic_target_presence_3	DiagnosticTargetPresenceMenu	NullValueMenu									The binary value of the result from a diagnostic test.	Select a value from the pick list provided, to describe whether a target was determined to be present or absent within a sample.	diagnostic target present							
iMicroSeq	Pathogen diagnostic testing	GENEPIO:0100963	diagnostic measurement value 3	diagnostic_measurement_value_3	WhitespaceMinimizedString	NullValueMenu									The value of the result from a diagnostic test.	Provide the numerical result of a diagnostic test (no need to include units).	1000							
iMicroSeq	Pathogen diagnostic testing	GENEPIO:0100964	diagnostic measurement unit 3	diagnostic_measurement_unit_3	DiagnosticMeasurementUnitMenu	NullValueMenu									The unit of the result from a diagnostic test.	Select a value from the pick list provided, to describe the units of the given diagnostic test.	cycle threshold (Ct) 							
iMicroSeq	Pathogen diagnostic testing	GENEPIO:0100965	diagnostic measurement method 3	diagnostic_measurement_method_3	DiagnosticMeasurementMethodMenu	NullValueMenu									The method by which a diagnostic result was determined.	Select a value from the pick list provided to describe the method used for a given diagnostic test. Use this to capture the type of PCR method used in quantifying the pathogen.	qPCR							
iMicroSeq	Contributor acknowledgement	GENEPIO:0001517	authors	authors	WhitespaceMinimizedString	NullValueMenu				TRUE					Names of individuals contributing to the processes of sample collection, sequence generation, analysis, and data submission.	Include the first and last names of all individuals that should be attributed, separated by a semicolon.	Tejinder Singh; Fei Hu; Joe Blogs	Authors						
iMicroSeq	Contributor acknowledgement	GENEPIO:0102208	citation URL																					
